text,video_path,audio_path,num_frames,video_width,video_height
"The video starts with three men standing on a rooftop under a clear blue sky. On the left, Keanu Reeves, portraying John Wick, is seen in a dark suit with a black tie. In the middle, another man stands slightly behind John Wick, dressed in dark clothing and a beanie. On the right, Laurence Fishburne, portraying the Bowery King, stands closer to the camera, holding a white bird (likely a dove) in his gloved hands, gently stroking its head with his thumb. He says, <S>You don't remember, but there I was standing in an alleyway.<E> The background features a cityscape with tall buildings, including a prominent glass skyscraper, and what appears to be a bridge in the distance. The shot is a medium shot, capturing the characters from the waist up. The Bowery King then turns to his left, facing John Wick, while continuing to hold the bird, and adds, <S>I didn't even hear you coming.<E> <AUDCAP>A clear, slightly gravelly male voice speaks conversationally and reflectively, then with a hint of observation. Subtle ambient outdoor sounds are present.<ENDAUDCAP>",/cpfs01/gongshukai/datasets/matrix_data/video/92456f2b4bc78c29128a_086_sdr_5.mp4,/cpfs01/gongshukai/datasets/matrix_data/audio/92456f2b4bc78c29128a_086_sdr_5.wav,215,1610,804
"The video opens with a medium shot of Morpheus from John Wick, who is the central figure, standing on a rooftop. He is wearing a dark, long coat and gloves, and is holding a small, white pigeon in both hands, gently stroking it with his thumbs. To his left, John Wick stands tall in a black suit and tie, looking forward with a serious expression. Another man in a beanie and dark clothing is visible behind Morpheus. In the foreground, slightly out of focus, two pigeons perch on a wooden structure, possibly part of a pigeon coop, with some hay or nesting material around them. The background reveals a cityscape under a clear blue sky, featuring numerous buildings and skyscrapers, with a large, modern glass-faced building dominating the far back. The scene is well-lit by natural sunlight, casting clear shadows and highlighting the details of the characters and the urban environment. He says, <S>I was just a pawn in the game.<E> He continues, <S>We met and you gave me a gift.<E> Then he adds, <S>The gift that would make me a king.<E><AUDCAP>A clear, deep male voice with a calm, reflective, and slightly philosophical tone. The speech is articulate and direct, with no background music or significant ambient sounds noticeable, suggesting a clean audio recording environment.<ENDAUDCAP>",/cpfs01/gongshukai/datasets/matrix_data/video/92456f2b4bc78c29128a_086_sdr_3.mp4,/cpfs01/gongshukai/datasets/matrix_data/audio/92456f2b4bc78c29128a_086_sdr_3.wav,215,1610,804
"The video opens with a medium shot of two men inside a subway car. One man, dressed in a black suit, stands on the left, facing towards the right. The other man, bald and wearing a dark blue shirt, is seated on a blue bench to the right, looking down at something in his hands. The subway car's interior is visible, featuring blue seats and metal handrails. Through the windows, blurred advertisements can be seen, one of which reads 'NEW YORK NYC 24/7' and another mentions 'JAN 5 THROUGH JUNE 15.' The man in the suit then takes a step forward, slightly bends down, and looks under the seats. An automated female voice announces, <S>the last stop on the Southbound B train.<E> The shot maintains a realistic visual style and a steady camera. The scene concludes with the man in the suit still in a lowered position.<AUDCAP>A female voice delivers an automated announcement, while the persistent sound of a moving subway train rumbling in the background is heard.<ENDAUDCAP>",/cpfs01/gongshukai/datasets/matrix_data/video/92456f2b4bc78c29128a_082_sdr_8.mp4,/cpfs01/gongshukai/datasets/matrix_data/audio/92456f2b4bc78c29128a_082_sdr_8.wav,135,1606,802
"The video starts with John Wick, dressed in a black suit and white shirt, holding a pistol in his right hand. He sits on the ground, leaning against a metallic fence in a subway station, while his right leg is covered by a light blue blanket. Next to him, a homeless man in a dark green jacket and hat sits with a metallic mug in his hands, staring forward. A dog lies behind the homeless man. John Wick then covers himself completely with the blanket, lying down on the ground. The homeless man continues to stare forward while holding the mug. Finally, the homeless man rises from his sitting position and walks away, leaving John Wick covered by the blanket.<AUDCAP>A deep, rhythmic, and somewhat distorted bass sound plays, increasing in intensity throughout the clip, suggesting suspense or a transition. No speech or other distinct sound effects are present.<ENDAUDCAP>",/cpfs01/gongshukai/datasets/matrix_data/video/92456f2b4bc78c29128a_083_sdr_9.mp4,/cpfs01/gongshukai/datasets/matrix_data/audio/92456f2b4bc78c29128a_083_sdr_9.wav,215,1606,802
"The video opens with a low-angle shot, providing a perspective through a metal fence. Beyond the fence, a subway station is visible with several people walking on the platform. The station is illuminated by fluorescent lights on the ceiling, and pillars support the overhead structure. As the video progresses, the camera slowly zooms out, revealing a person walking from right to left in the foreground, partially obscured by the fence. This person is bundled with what appears to be a large bag or blanket on their back, making it difficult to discern their features. People continue to move across the platform in the background, some walking from left to right, others from right to left. The camera then tracks left, following the person in the foreground as they move out of frame to the left. As the person exits the frame, the focus shifts to another individual walking towards the camera from the background, carrying a long, thin object, possibly a skateboard. This individual then turns and walks away from the camera, exiting the frame to the right. The video concludes with the platform still visible through the metal fence.<AUDCAP>A continuous, melancholic electronic music track plays throughout the video. It features a repetitive, somewhat eerie synth melody with a sustained, low-frequency drone, creating a somber or unsettling atmosphere. There is no speech or distinct sound effects other than the music.<ENDAUDCAP>",/cpfs01/gongshukai/datasets/matrix_data/video/92456f2b4bc78c29128a_083_sdr_5.mp4,/cpfs01/gongshukai/datasets/matrix_data/audio/92456f2b4bc78c29128a_083_sdr_5.wav,194,1606,802
"The video opens with a close-up shot of a man's face, positioned to the right of the frame, looking up with his mouth slightly open as if speaking. He has a beard and appears to be in his 50s or 60s. <S>Somebody, please, get this man a gun.<E> The background consists of stained glass windows, out of focus, with visible blue, yellow, and red hues. The man's facial expression shifts from looking up to looking straight ahead, his mouth now closed. <S>Somebody, please, get this man a gun.<E> The lighting is dim, highlighting his face. The shot remains a close-up throughout the video, focusing on his expressions.<AUDCAP>A clear, commanding male voice, speaking with a theatrical and slightly exasperated tone. The same phrase is distinctly heard twice. No background sound.<ENDAUDCAP>",/cpfs01/gongshukai/datasets/matrix_data/video/92456f2b4bc78c29128a_091_sdr_0.mp4,/cpfs01/gongshukai/datasets/matrix_data/audio/92456f2b4bc78c29128a_091_sdr_0.wav,164,1604,802
"The video opens with a low-angle shot of a brick building featuring a metal fire escape on its side, against a clear blue sky. The building is adorned with graffiti, including the word 'DART' prominently displayed in black spray paint. A person, dressed in dark clothing, emerges from a doorway on the fire escape platform. The person then climbs down the metal stairs of the fire escape, moving from the platform toward the ground. The camera remains stationary, capturing the person's descent as their body obscures parts of the fire escape railing during the movement. <AUDCAP>A continuous, low-frequency mechanical hum is present throughout, followed by a distinct, high-pitched ringing sound that transitions into a sustained high-frequency tone.<ENDAUDCAP>",/cpfs01/gongshukai/datasets/matrix_data/video/92456f2b4bc78c29128a_085_sdr_1.mp4,/cpfs01/gongshukai/datasets/matrix_data/audio/92456f2b4bc78c29128a_085_sdr_1.wav,122,1608,804
"The video starts with two men standing on a rooftop in a city. The man on the left, Keanu Reeves as John Wick, is wearing a black suit and tie, looking at the man on the right, Laurence Fishburne as The Bowery King, who is holding a white bird. The Bowery King is wearing a dark brown jacket and gloves, and he is gently handling the bird. The background shows a cityscape with various buildings and structures under a clear sky. John Wick states, <S>Then you know why I'm here.<E> As the video progresses, another man, Peter Stormare as Abram Tarasov, appears behind The Bowery King, looking at John Wick. The Bowery King then turns his head to the left, still holding the bird, and smiles, looking at John Wick, while Abram Tarasov stands still in the background, and The Bowery King replies, <S>Santino D'Antonio, yes.<E><AUDCAP>A calm, deep male voice (John Wick) speaks clearly. Another deep male voice (The Bowery King) responds with a soft chuckle, followed by a confident and clear statement. Faint ambient city sounds are present in the background, but the dialogue is prominent and clear.<ENDAUDCAP>",/cpfs01/gongshukai/datasets/matrix_data/video/92456f2b4bc78c29128a_087_sdr_4.mp4,/cpfs01/gongshukai/datasets/matrix_data/audio/92456f2b4bc78c29128a_087_sdr_4.wav,208,1604,802
"The video starts with a medium shot of a man in a black suit running while other men in black suits are on the ground. The man in the black suit turns around and shoots. The camera dollies to the left, showing a man in a black suit on the ground with a gun in his hand, and another man in a black suit falling to the ground. The camera then shows a man in a black suit and a white shirt on the ground, with a large puddle of blood underneath his head. The man in the black suit is holding a gun, and another man in a black suit is on the ground. The camera then dollies further to the left, showing four men in black suits on the ground, with a large puddle of blood next to two of them. The man in the black suit stands up, holding a gun, and then shoots again. The video ends with a high-angle shot of the men on the ground. The background is a museum with white statues and a brown wooden floor.<AUDCAP>Loud, rapid gunshots punctuate the scene, accompanied by distinct sounds of bodies falling and hitting the ground with heavy thuds and impacts. There are also muffled grunts and sounds of struggle, creating an intense, action-packed atmosphere.<ENDAUDCAP>",/cpfs01/gongshukai/datasets/matrix_data/video/92456f2b4bc78c29128a_095_sdr_3.mp4,/cpfs01/gongshukai/datasets/matrix_data/audio/92456f2b4bc78c29128a_095_sdr_3.wav,155,1606,802
"The video opens with a medium shot of a bustling escalator in a public building, populated by a diverse group of individuals. Several people ascend the escalator, while others descend on the adjacent one. Among them, a man with a beard and dark hair, wearing a suit and tie, is prominently featured on the descending escalator. He appears to have bloodstains on his face, indicating a recent altercation or injury. He descends towards the bottom of the escalator, with his back slightly turned towards the camera, while other people around him descend facing forwards. The shot gradually zooms in on the man, bringing his face and injuries into clearer view.<AUDCAP>The predominant sound is the mechanical whirring and clanking of multiple escalators in operation, consistent with a busy public space. There is no speech or music present.<ENDAUDCAP>",/cpfs01/gongshukai/datasets/matrix_data/video/92456f2b4bc78c29128a_078_sdr_0.mp4,/cpfs01/gongshukai/datasets/matrix_data/audio/92456f2b4bc78c29128a_078_sdr_0.wav,215,1606,802
"The video starts with a medium shot of two people in a room with blue-lit, reflective walls. A person with short, blonde hair, wearing a black shirt and a dark blazer, sits in the foreground, holding a gun in both hands. Their body is angled to the left, and they appear to be looking forward. Behind them, slightly to the left, stands a man in a black suit with a dark tie. He looks forward, his reflection visible in the walls to his right. The shot then transitions to a closer view of the man, who is still standing. He slightly bows his head as the lighting shifts, revealing a reddish tint on his face, indicating a wound or lighting effect. He then lifts his head and looks towards the right side of the frame, his eyes scanning the area.<AUDCAP>A very subtle, low-frequency ambient hum is present throughout the audio, almost imperceptible.<ENDAUDCAP>",/cpfs01/gongshukai/datasets/matrix_data/video/92456f2b4bc78c29128a_100_sdr_4.mp4,/cpfs01/gongshukai/datasets/matrix_data/audio/92456f2b4bc78c29128a_100_sdr_4.wav,167,1616,808
"The video starts with a medium shot of a man standing outdoors. He has short, dark, wavy hair and is wearing a dark coat with a dark red scarf around his neck. The man is looking directly at the camera with a neutral expression. In the background, there are bare trees, suggesting a cool season. The man looks down at a phone in his hand, then brings it to his ear as if answering a call. He then looks back towards the camera. The shot remains static throughout the video. He says, <S>Accounts payable.<E><AUDCAP>A low, sustained electronic hum is present throughout the audio. A calm, clear male voice speaks.<ENDAUDCAP>",/cpfs01/gongshukai/datasets/matrix_data/video/92456f2b4bc78c29128a_112_sdr_7.mp4,/cpfs01/gongshukai/datasets/matrix_data/audio/92456f2b4bc78c29128a_112_sdr_7.wav,207,1606,802
"The video starts with a high-angle shot overlooking a large plaza with brick-patterned ground and a statue of an angel in the foreground. Pigeons are perched on the angel's outstretched wings. In the background, a man and a dog walk across the plaza towards a set of stairs and arched pathways. Another person stands stationary near the bottom right of the frame. As the video progresses, some of the pigeons on the angel's wings fly away, while others remain perched. The man and dog continue walking, eventually moving further into the background and becoming less distinct.<AUDCAP>Calm, reflective instrumental music with a peaceful atmosphere plays throughout. Bird sounds, specifically pigeons cooing and wing flapping, are also present.<ENDAUDCAP>",/cpfs01/gongshukai/datasets/matrix_data/video/92456f2b4bc78c29128a_112_sdr_6.mp4,/cpfs01/gongshukai/datasets/matrix_data/audio/92456f2b4bc78c29128a_112_sdr_6.wav,185,1606,802
"The video starts with a close-up, over-the-shoulder shot of a bald man in a dark blue shirt, looking toward a subway platform. In the background, three men are on the platform. One man in a black suit kneels over a body lying face down in a pool of blood, while two other bodies are also lying on the blood-stained white platform. A subway train is parked on the right side of the platform. Red lights illuminate the edges of white architectural structures on the platform. A female voice announces, <S>Your attention please.<E> The man in the suit stands up, revealing himself to be John Wick, and walks toward the camera, then past it, and into the darkness. The bald man remains stationary as John Wick walks away. The female voice continues, <S>The Broad Street bound C train is now departing.<E> Text visible on the platform reads 'Departing' and 'WORLD TRADE'.<AUDCAP>A clear, calm female voice making subway announcements. A subtle ambient hum of a subway station is present throughout, followed by the distinct sound of a train approaching, slowing down, and then stopping. The announcement is clear, with a slight echo typical of a large public space. The train sounds are realistic and mechanical.<ENDAUDCAP>",/cpfs01/gongshukai/datasets/matrix_data/video/92456f2b4bc78c29128a_079_sdr_2.mp4,/cpfs01/gongshukai/datasets/matrix_data/audio/92456f2b4bc78c29128a_079_sdr_2.wav,201,1606,802
"The video opens with a medium shot of John Wick, dressed in a black suit, standing in an elevator. His face is visibly bruised and bloody. He is seen twice, once directly and once in a reflection on the elevator's mirrored wall, both instances showing him raising his right hand with his index finger extended. He says, <S>Sure.<E> The word 'SURE' appears in red, stylized text across the center of the screen. As John Wick turns to exit the elevator, the camera pans to reveal another individual with short, light brown hair and a visible nosebleed. This individual, also in a suit, is reflected in the mirrored walls of the futuristic-looking elevator, which is illuminated by blue and red neon lights. This individual then begins to say, <S>You are now—<E><AUDCAP>A calm, slightly raspy male voice says ""Sure"". A deep, sustained synth hum transitions into an evolving, higher-pitched electronic/sci-fi hum, creating a tense atmosphere. A calm, measured female voice then begins to speak before being cut off.<ENDAUDCAP>",/cpfs01/gongshukai/datasets/matrix_data/video/92456f2b4bc78c29128a_103_sdr_4.mp4,/cpfs01/gongshukai/datasets/matrix_data/audio/92456f2b4bc78c29128a_103_sdr_4.wav,171,1608,804
"The video opens with a wide shot of an urban landscape under a blue sky, showcasing several buildings with domed roofs and a tall column topped with a statue. As the camera slowly pans from left to right, a man with dark hair and a beard, dressed in a black turtleneck and black jacket, appears on a rooftop in the foreground, facing right. He then turns his body to face away from the camera, looking out at the city view. The camera continues to slowly pan to the right, revealing more of the city, including a large white building with columns and multiple levels, also adorned with statues on its roof. The man remains in the foreground, with his back to the camera, as the shot continues to pan across the panoramic view.<AUDCAP>A continuous, suspenseful orchestral score plays throughout the scene, featuring strings and a sense of building anticipation.<ENDAUDCAP>",/cpfs01/gongshukai/datasets/matrix_data/video/92456f2b4bc78c29128a_036_sdr_3.mp4,/cpfs01/gongshukai/datasets/matrix_data/audio/92456f2b4bc78c29128a_036_sdr_3.wav,207,1606,802
"The video opens with a wide shot of four individuals, dressed in dark suits, walking through a room filled with large, reflective, and seemingly infinite pillars. The room's background is made up of large, red and blue screens. The individuals, two men and two women, are positioned at varying heights within this multi-level mirrored environment, walking on platforms and ascending stairs. The camera then moves to a medium shot, focusing on a man in a blue suit and a woman in a black suit. The woman is holding a gun, ready to fire. Both are walking up a mirrored staircase, surrounded by the reflective pillars and screens that create a sense of depth and distortion. The light changes from red to blue as the camera continues to pan and track the movements of the man and woman. The shot ends with the man and woman continuing their ascent up the stairs.<AUDCAP>A consistent, high-pitched electronic hum or drone is present throughout the audio, growing slightly in intensity. No speech is present.<ENDAUDCAP>",/cpfs01/gongshukai/datasets/matrix_data/video/92456f2b4bc78c29128a_100_sdr_1.mp4,/cpfs01/gongshukai/datasets/matrix_data/audio/92456f2b4bc78c29128a_100_sdr_1.wav,176,1616,808
"The video opens with a man, John Constantine, appearing distressed and unsteady, leaning against a textured wall with a blue hue reflecting on him. He groans, <S>Ah.<E> and again, <S>Ah.<E> A second man, Chaz, approaches him from the right and places a comforting hand on his shoulder. John Constantine flinches and shrugs off Chaz's hand, then laughs and leans into Chaz, who continues to provide support. John states, <S>It's a voodoo zombie.<E> He then adds, <S>Looks like Papa Midnite's up to no good.<E> The background is dimly lit with a pinkish-red light, featuring carnival-themed cutouts of clowns and balloons. The camera is positioned at a medium shot, capturing both men from the waist up, with a slight over-the-shoulder perspective from Chaz's side.<AUDCAP>A male voice groans repeatedly in pain and discomfort, then speaks with a strained, slightly raspy, and tired tone, followed by a hint of resignation. Background sound includes a soft, rhythmic ambient hum and a gentle pat on the shoulder.<ENDAUDCAP>",/cpfs01/gongshukai/datasets/matrix_data/video/5838e54b321d68c3f4b1_021_sdr_0.mp4,/cpfs01/gongshukai/datasets/matrix_data/audio/5838e54b321d68c3f4b1_021_sdr_0.wav,181,1920,1080
"The video opens with a close-up shot of a man's face, positioned to the left of the frame. He has dark hair, a beard, and a mustache, and is wearing a light-colored striped shirt, a patterned tie, and a light-colored jacket. His eyes are cast downwards, and his mouth is slightly open as he speaks, <S>Talk to me.<E> He continues, <S>Cuz right now<E> and then shifts his gaze slightly forward, looking intently, saying, <S>Seems like you can't even look at me.<E> To the right of the frame, the blurry shoulder and curly hair of another person are visible, indicating that the man is facing someone off-screen. The lighting in the scene is soft, highlighting the man's facial features and the texture of his beard. <AUDCAP>A clear, deep male voice speaks with a serious, slightly pleading tone. No discernible background music or sound effects are present.<ENDAUDCAP>",/cpfs01/gongshukai/datasets/matrix_data/video/5838e54b321d68c3f4b1_019_sdr_3.mp4,/cpfs01/gongshukai/datasets/matrix_data/audio/5838e54b321d68c3f4b1_019_sdr_3.wav,168,1920,1080
"The video opens with a two-shot of a man and a woman standing next to a car, with a dense forest visible in the background. The man, with a beard and wearing a light-colored suit, stands to the left. The woman, with long curly hair and wearing a dark jacket, is positioned to the right, slightly in front of the car. Initially, the man is looking down, and the woman is looking directly at him. As the video progresses, the man lifts his head to look at the woman, while she shifts her gaze downwards. The man then raises his right hand, making a gesturing motion with his fingers directed towards the woman, while continuing to look at her. The woman remains looking down. The shot is a medium shot, capturing both individuals from the waist up, with a realistic visual style. The man says, <S>All right.<E> Then he says, <S>Just<E> <S>Just know that you can talk.<E> <AUDCAP>A calm, reassuring male voice speaks. Background sounds include subtle crickets chirping and a very faint, distant hum that could be a car idling or general ambient noise.<ENDAUDCAP>",/cpfs01/gongshukai/datasets/matrix_data/video/5838e54b321d68c3f4b1_019_sdr_1.mp4,/cpfs01/gongshukai/datasets/matrix_data/audio/5838e54b321d68c3f4b1_019_sdr_1.wav,125,1920,1080
"The video starts with a medium shot of Constantine, a man with blonde hair, wearing a white shirt and a dark tie, sitting on a teal chair. He has two streaks of what appears to be blood running down from his right eye. He is looking slightly to his left, seemingly in thought, with a serious expression. He speaks, <S>on the street and<E> Then, he abruptly sits up, leaning forward, and looks down. As he lifts his head, the camera shifts to a close-up shot of his face, where the blood streaks are still visible. He looks directly at the camera with a determined expression, his mouth slightly open as if speaking. He states, <S>I know where she was taken.<E> The background shows a light blue wall with a white trim at the top and a window to the left, through which some greenery is visible. There are also some drawings on the wall in the background.<AUDCAP>A male voice is heard speaking in a low, somewhat strained and serious tone. There is a brief sound of effort or a grunt as the man sits up. The second line of speech is delivered with a determined and intense male voice. The ambient sound is minimal, suggesting a quiet indoor setting with no distinct background noise.<ENDAUDCAP>",/cpfs01/gongshukai/datasets/matrix_data/video/5838e54b321d68c3f4b1_016_sdr_2.mp4,/cpfs01/gongshukai/datasets/matrix_data/audio/5838e54b321d68c3f4b1_016_sdr_2.wav,170,1920,1080
