text,video_path,audio_path,num_frames
"The video features a single individual, a man in his thirties with dark hair and a neutral skin tone, standing in a calm and subdued indoor setting with a plain, light-colored wall as the background. He is dressed in a simple, dark-colored top and a thin chain necklace, exuding a contemplative atmosphere as he stands upright with a furrowed brow, lost in thought. <AUDCAP>Subtle, melancholic background music with sustained, slow instrumental sounds, possibly strings or a synth pad.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_001/c9/6d/c96dab897ce7c63e4c28eab8f71d890d,/cpfs01/dataset/OpenHumanVid/clips/part_001/c9/6d/c96dab897ce7c63e4c28eab8f71d890d,149
"The video shows a woman with long brown hair, appearing distressed and injured with bruises around her eyes and mouth, as she lies in a hospital bed wrapped in a blanket. The scene is viewed through a gap, with a blurry foreground element, and features cool, clinical lighting.<AUDCAP>Melancholic, somber instrumental music featuring piano and strings creates a dramatic and emotional atmosphere.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_001/6f/67/6f67c1b58e0472801b12995fd5bbf028,/cpfs01/dataset/OpenHumanVid/clips/part_001/6f/67/6f67c1b58e0472801b12995fd5bbf028,390
"The video features a single male figure, likely in his thirties or forties with dark hair and neutral skin tone, wearing a green shirt and a necklace, sitting in a dimly lit indoor space with a teal or blue hue, lost in contemplation with his head bowed and eyes cast downward. <AUDCAP>Soft, melancholic instrumental music plays in the background.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_001/be/16/be16482307f96d96858c38abe64eb905,/cpfs01/dataset/OpenHumanVid/clips/part_001/be/16/be16482307f96d96858c38abe64eb905,238
"The video features a single individual, a well-dressed man in his thirties with dark hair and light skin, standing confidently in a formal suit and tie, looking directly at the camera with a slight smile. He is set against a blurred urban backdrop of bokeh lights, exuding a calm and sophisticated atmosphere. <AUDCAP>Slow, emotional pop ballad with a female vocal and orchestral strings.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_001/cd/8e/cd8ec46a969c54ec465054379688256e,/cpfs01/dataset/OpenHumanVid/clips/part_001/cd/8e/cd8ec46a969c54ec465054379688256e,191
"A man in his forties, dressed in a dark suit with a light-colored shirt and patterned tie, stands in a dimly lit urban setting with festive lighting. He looks upwards and to the right with a slight smile and a contemplative expression. In the blurred background, a woman with dark hair, appearing to be in her thirties, smiles happily. The scene is illuminated by blurred bokeh lights, suggesting a social gathering or event. <AUDCAP>Upbeat, cheerful orchestral music plays in the background, accompanied by faint, distant sounds of crowd chatter and applause, creating a festive atmosphere.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_001/0d/4e/0d4ee98fc66d41ddebc3bd2c5affe079,/cpfs01/dataset/OpenHumanVid/clips/part_001/0d/4e/0d4ee98fc66d41ddebc3bd2c5affe079,227
"Two individuals, seen from behind, walk along a dirt path in a lush, green forest. One person wears a dark blue top and black pants, and the other a lighter top and dark pants. Each carries a large woven basket on their back. The forest is dense with tall trees and green foliage, with soft, diffused lighting. In a wider shot, the path continues through the forest, with some slender trees and bamboo on the left, and a small structure in the distance. The ground appears wet. <AUDCAP>Melancholic instrumental music plays, featuring sustained string melodies, possibly from a cello or viola, accompanied by plucked string sounds. Light rain or water droplets are also audible.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_001/25/29/25297477530503ba56f6763defc4b45c,/cpfs01/dataset/OpenHumanVid/clips/part_001/25/29/25297477530503ba56f6763defc4b45c,160
"The video features a single person standing on a serene wooden pier over a calm body of water, dressed in traditional attire with a flowing garment and decorative headpiece, holding a raised flag or banner amidst a misty, natural backdrop of trees and a peaceful horizon. In a close-up, the individual is seen wearing an elaborate, ornate costume with vibrant colors and intricate designs, exuding a sense of contemplation and tradition against the same tranquil background.<AUDCAP>Traditional Asian orchestral music, featuring strings and wind instruments, plays with a calm, slightly melancholic, then more dramatic and emotional tone.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_001/19/9b/199b0015ba84dcd6f87c2fbdfc0b9362,/cpfs01/dataset/OpenHumanVid/clips/part_001/19/9b/199b0015ba84dcd6f87c2fbdfc0b9362,185
"The video shows a single woman, likely in her thirties with long, dark hair, rushing down a vibrant urban street in a gray business suit, her blue blouse visible underneath. She exits a building through an arched doorway, passing by a chalkboard sign, a wooden bench, and a distant bicycle rider, amidst a backdrop of a mix of old and new architecture. <AUDCAP>Uptempo, light, and slightly suspenseful instrumental music with a driving rhythm. Prominent sounds of running footsteps.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_001/b2/63/b26338d2e1baee78e88fbe698ba8fd5a,/cpfs01/dataset/OpenHumanVid/clips/part_001/b2/63/b26338d2e1baee78e88fbe698ba8fd5a,191
"The video captures a quiet, intimate moment between two individuals, a man with dark hair and a woman with medium-length hair, as they engage in a serious conversation in a dimly lit, indoor setting. The man is dressed in a light-colored trench coat, while the woman wears a bright orange top, their light skin tones and somber expressions adding to the contemplative atmosphere. <AUDCAP>Melancholy, orchestral background music with string instruments and piano plays, creating a solemn and intimate atmosphere.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_001/8f/25/8f25591e7a9bc34908a3cf54d7125a17,/cpfs01/dataset/OpenHumanVid/clips/part_001/8f/25/8f25591e7a9bc34908a3cf54d7125a17,261
"A woman with a light skin tone and an updo, wearing a white blouse with lace details and a plaid skirt, is seated at a cluttered wooden desk in a study or library. She is surrounded by bookshelves filled with books, a vase with flowers, and various antique items including a lamp, a microscope, an old telephone, and test tubes. Initially, she is looking into the microscope, then she opens a small blue envelope, reads a paper, and begins writing with a pen in a notebook. <AUDCAP>Gentle, melancholic instrumental music, possibly featuring piano and strings, plays throughout.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_001/6a/20/6a20766648c299411680ef8b023449f4,/cpfs01/dataset/OpenHumanVid/clips/part_001/6a/20/6a20766648c299411680ef8b023449f4,121
"The video shows a single woman, dressed in a dark, striped blazer, seated in a high-back, leather office chair, engaged in a conversation or meeting at a desk in a professional office setting. She is surrounded by a backdrop of awards and certificates, with a laptop, mug, and documents on the desk, and her focused demeanor and changing posture convey her active engagement in the discussion. <AUDCAP>A subtle room tone, quiet and consistent, is present, followed by the introduction of light, upbeat instrumental background music.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_001/bc/87/bc8721af480ad80fa3bb9fc3e9d98151,/cpfs01/dataset/OpenHumanVid/clips/part_001/bc/87/bc8721af480ad80fa3bb9fc3e9d98151,155
"The video captures a warm and intimate moment between two people. A man with short, dark, styled hair and light skin tone, dressed in a light-colored collared shirt, is shown in profile. His hand then brings a wine glass filled with red wine to clink with another person's glass, sharing a toast in a cozy indoor setting with a wooden-framed window in the background. <AUDCAP>Soft, melodic acoustic guitar music plays. A distinct clinking sound of glasses is heard.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_001/78/36/7836ec88e6c5aee0470850184cc7868e,/cpfs01/dataset/OpenHumanVid/clips/part_001/78/36/7836ec88e6c5aee0470850184cc7868e,145
"The video shows a single male character, dressed in a formal grey military uniform with gold and red insignia, standing in a dimly lit room with traditional wooden panels. He has a mustache and a groomed hairstyle. He turns his head and shoulders, first looking left with a slight smile, then forward, then right, maintaining a composed and disciplined demeanor. <AUDCAP>Dramatic instrumental music plays. A subtle whoosh sound effect is heard, followed by a faint ding sound effect at the end.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_001/f6/cb/f6cb2478772cd42104f64f490c2740db,/cpfs01/dataset/OpenHumanVid/clips/part_001/f6/cb/f6cb2478772cd42104f64f490c2740db,172
"A man with short, dark hair and bangs is shown in a close-up, looking downwards with a serious and contemplative expression. He is wearing a dark, textured jacket over a grey scarf or inner garment. The background is a dark, textured surface, possibly a cave wall. <AUDCAP>Melancholic, orchestral music is playing. No speech is present.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_001/fe/17/fe1737cd0f8fc270040e5b36f3f91a68,/cpfs01/dataset/OpenHumanVid/clips/part_001/fe/17/fe1737cd0f8fc270040e5b36f3f91a68,126
"A woman with bangs and dark hair tied back in a bun wears a dark, high-collared garment. Her expression is serious and contemplative as she looks off-camera to her left. The background is a plain, light peach color. <AUDCAP>Two sharp intakes of breath from a female, followed by a sustained, melancholic musical drone or string note playing in the background.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_001/62/1e/621e77eca3cccc1bbee5d2eea9d24d86,/cpfs01/dataset/OpenHumanVid/clips/part_001/62/1e/621e77eca3cccc1bbee5d2eea9d24d86,143
"A tense outdoor scene features three individuals under a bright, clear blue sky. On the left, a woman in a vibrant red cheongsam with floral patterns stands, holding the arm of a man with long, wild dark hair, who is wearing a dark, fur-lined coat. On the right, a man in a light-colored trench coat and a hat holds a pistol, aiming it directly at the head of the man in the fur-lined coat. The woman looks on, while the man with the gun maintains a firm posture, appearing in control. <AUDCAP>Dramatic instrumental music plays, featuring strings and possibly wind instruments, creating a suspenseful and emotional atmosphere.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_001/73/9f/739f7eb73c3bde4c575ff2b18af4e93c,/cpfs01/dataset/OpenHumanVid/clips/part_001/73/9f/739f7eb73c3bde4c575ff2b18af4e93c,195
"A man with long dark hair, wearing a black garment, lies asleep with his eyes closed, resting on a furry brown surface. He wears a silver earring. The scene transitions to reveal the man lying on an ornate wooden bed within a tent-like room. The room is dimly lit by numerous candles placed on a table and candelabras, featuring ancient or fantasy-themed decor including scrolls, armor on a stand, and weapons, all set against blue and brown drapery. <AUDCAP>A mystical and dramatic musical piece with traditional Asian instrumentation, featuring strings, flutes, and subtle percussion, creating a serene and melancholic atmosphere, accompanied by a low, ambient drone.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_001/2c/f8/2cf8d998ef1d7ae27977ce38f0e7fdee,/cpfs01/dataset/OpenHumanVid/clips/part_001/2c/f8/2cf8d998ef1d7ae27977ce38f0e7fdee,297
"In a dimly lit, richly decorated room, a single figure in a black cloak enters and approaches a person lying on an ornate bed, partially covered by a dark cloth, while a suit of armor stands watchfully nearby. The figure's deliberate movements and focused posture create a sense of tension amidst the somber, medieval atmosphere, with heavy curtains and gothic window frames adding to the mysterious ambiance. <AUDCAP>Dramatic, instrumental background music with a melancholic and slightly mysterious tone plays throughout the scene.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_001/41/aa/41aab179642e3c424c0b0e00af673042,/cpfs01/dataset/OpenHumanVid/clips/part_001/41/aa/41aab179642e3c424c0b0e00af673042,122
"The video shows a lone woman, dressed in traditional East Asian attire, sitting on a rooftop at night, observing the mist-shrouded town below with a contemplative expression. The woman, with her fair skin and dark hair, is surrounded by the soft glow of ambient lighting and the bustling activity of the town, which is comprised of buildings with curved, tiled roofs and a mix of shops and residences. <AUDCAP>Soft, melancholic string music plays throughout the scene.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_001/eb/cb/ebcb46bbe21a6feca0e0458872923b6e,/cpfs01/dataset/OpenHumanVid/clips/part_001/eb/cb/ebcb46bbe21a6feca0e0458872923b6e,451
"The video features a single woman, dressed in traditional attire, standing in a formal indoor setting with a red wall and a golden decorative object, likely an incense burner or ceremonial piece. She wears a richly embroidered garment, adorned with intricate gold headpieces, colorful gemstones, and subtle makeup, exuding a regal appearance. <AUDCAP>Gentle, contemplative instrumental music with traditional Asian instrumentation (strings, wind instruments).<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_001/43/d7/43d7c433ea5290b6f4d1daf2781e8f9d,/cpfs01/dataset/OpenHumanVid/clips/part_001/43/d7/43d7c433ea5290b6f4d1daf2781e8f9d,164
"A man and a woman, dressed in traditional Chinese imperial attire, are seated on an ornate, throne-like chair in a lavish room. The woman wears a magenta robe and a golden headpiece, while the man wears a green patterned robe and a simple headpiece. They both appear solemn. The woman then slowly rises to stand beside the seated man, looking down with a serious expression. The man remains seated, looking forward. <AUDCAP>Traditional East Asian instrumental music with string and woodwind elements plays throughout, conveying a solemn and flowing tone. No speech or prominent sound effects are present.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_001/3e/1d/3e1db8ca9a4690a05cac820e8646ae6c,/cpfs01/dataset/OpenHumanVid/clips/part_001/3e/1d/3e1db8ca9a4690a05cac820e8646ae6c,375
"In the richly decorated room with traditional Asian architectural elements, a woman in a vibrant purple traditional garment and a man in a patterned robe engage in a moment of contemplation or decision-making, their fair skin tones and elegant attire suggesting a high social or cultural context. The woman stands upright, her gold-adorned headpiece and updo adding to the opulent atmosphere, while the man sits thoughtfully on a low stool, his intricate designs and serious expression underscoring the significance of the moment.<AUDCAP>Traditional instrumental Chinese music plays in the background, with a slightly melancholic and reflective tone.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_001/4c/3c/4c3c70c21e8aebd3e6ecb40b8771a4b5,/cpfs01/dataset/OpenHumanVid/clips/part_001/4c/3c/4c3c70c21e8aebd3e6ecb40b8771a4b5,272
"The video captures a formal event with 2-3 individuals, including a man in a dark checkered suit and sunglasses, walking and conversing with uniformed personnel in dark jackets and caps, amidst a backdrop of decorative floral arrangements and banners. The scene is set in a ceremonial or official setting, with the individuals dressed in formal attire. <AUDCAP>String music, with a pizzicato-like melody, plays throughout the scene.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_001/b3/ae/b3ae2b2e93e0de269eee00efceb58625,/cpfs01/dataset/OpenHumanVid/clips/part_001/b3/ae/b3ae2b2e93e0de269eee00efceb58625,127
"A woman with long, dark brown hair, wearing a denim jacket and dark pants, is seen from a side profile in a dimly lit indoor setting. The background, illuminated by a window, shows evening or night city lights. She turns her head to face another person, whose back is to the camera, looking at them with a concerned expression. The other person places a hand on her shoulder and then gently touches her face. <AUDCAP>Gentle, melodic, and reflective instrumental music plays, featuring piano and string-like synthesis. There is no speech.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_001/51/31/5131d7f34d51b1f6dcb892eda7ed170e,/cpfs01/dataset/OpenHumanVid/clips/part_001/51/31/5131d7f34d51b1f6dcb892eda7ed170e,470
"The video shows a woman in her thirties with dark hair and light skin tone, looking to her right with a gentle, slightly wistful expression. A blurred figure is visible in the background to the left. The setting is dimly lit, possibly indoors, with a greenish-yellow hue in the background. Light illuminates her face from the right side. <AUDCAP>Soft, melancholic instrumental music plays, featuring strings or a synthesizer creating a gentle, emotional melody.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_001/7e/05/7e0546d28e8651dd1f65d6d61ee2fe73,/cpfs01/dataset/OpenHumanVid/clips/part_001/7e/05/7e0546d28e8651dd1f65d6d61ee2fe73,148
"A man with long, curly light brown hair, wearing a gray hoodie and camouflage shorts, stands in a suburban backyard. He speaks to a young boy with dark curly hair in a red and white shirt, and another young man with brown wavy hair in a blue hoodie and khaki pants. The man says, <S>Erlich, tenga conmigo. Mi casa es mi casa.<E> The young man in blue looks down, seemingly uncomfortable. As the man in the gray hoodie finishes speaking, he walks forward, and three other young men appear from the right: one with long dark hair in a red t-shirt, one in a striped t-shirt, and another in a brown suit jacket. The young man in the blue hoodie then asks, <S>So, should I call the cops now before anyone else does?<E> <AUDCAP>A cheerful, upbeat background music track with acoustic guitar and light percussion plays throughout. A male voice speaks Spanish with a clear, moderately deep and authoritative tone. Later, a different male voice speaks English with a clear, young, and slightly anxious tone.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_001/7a/ac/7aac21a2d7e5d219d94b685dd801a53e,/cpfs01/dataset/OpenHumanVid/clips/part_001/7a/ac/7aac21a2d7e5d219d94b685dd801a53e,278
"A man in a dark suit jacket and backpack runs across a metal bridge, ducking quickly behind a large metal pillar. He flinches and reacts as smoke and sparks erupt in the background, visible near a historical building. The bridge's intricate metal structure is prominent, set against a clear blue sky. <AUDCAP>Intense, dramatic background music plays. Sounds of running footsteps are heard, followed by several sharp gunshots, then multiple rapid gunshots, and an explosion sound with debris.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_001/bf/32/bf32ca0748561be9c235884a4845d23b,/cpfs01/dataset/OpenHumanVid/clips/part_001/bf/32/bf32ca0748561be9c235884a4845d23b,173
"In the dimly lit, blue-hued scene, a man with dark, curly hair wearing a black leather jacket leans intently over a person with curly, reddish-brown hair lying still, eyes closed, and face upturned. The man's mouth is slightly ajar, revealing prominent teeth. The background is a soft, light blue blur.<AUDCAP>Melancholic, instrumental music plays with a male voice singing sustained, non-lyrical notes, accompanied by piano or strings, creating a somber atmosphere.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_001/81/d3/81d3886851c6936815ad22ee501a9fb8,/cpfs01/dataset/OpenHumanVid/clips/part_001/81/d3/81d3886851c6936815ad22ee501a9fb8,164
"A man with dark, curly hair, wearing a black jacket and a necklace, leans over a woman with curly hair, wearing a floral-patterned garment. Their faces are very close, and the man holds the woman's face. The scene is dimly lit with a cool blue tone. The man's expression is intense, with his mouth open and teeth visible. A male singer sings, <S>You see the ride<E> <S>It's right once more.<E> <AUDCAP>A male vocalist sings melancholic, indie-folk style music with an acoustic guitar accompaniment. The male voice is clear and slightly mournful.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_001/48/44/484420479f3ad6093732c893855855df,/cpfs01/dataset/OpenHumanVid/clips/part_001/48/44/484420479f3ad6093732c893855855df,146
"The video shows a woman in a black leather jacket and blue turtleneck, wearing blue gloves, talking to a man whose back is mostly to the camera, wearing a dark jacket and a red tie. They are separated by a glass partition with red smears on it, in a dimly lit, professional indoor setting with blurred background figures. The woman looks serious and focused, gesturing with her gloved hand as she speaks, stating, <S>dancing it all, but I ain't seen this before.<E> <AUDCAP>A clear female voice speaks with a serious, urgent tone. Dramatic, melancholic music with a male vocalist plays in the background.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_001/1f/a6/1fa6239690ef79fdfe2f0f8016790200,/cpfs01/dataset/OpenHumanVid/clips/part_001/1f/a6/1fa6239690ef79fdfe2f0f8016790200,220
"A lone young man, with short, light-colored hair and a fair complexion, is seen in a dimly lit, indoor setting, wearing a stained white shirt and a dark suit with a red tie, his expression serious and distressed as he appears to be in the midst of a heated conversation or reaction. The blurred background, with indistinct figures and reflective surfaces, adds to the tense and dramatic atmosphere of the scene. A male voice sings, <S>But I am there<E> followed by, <S>and<E><AUDCAP>A melancholic and slow song plays throughout, featuring a soft, emotional male voice singing. The background music consists of sparse, sustained chords, possibly from a synthesizer or piano, creating a somber atmosphere. The male voice delivers the lyrics with a breathy, emotional tone. The overall sound is reflective and sad.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_001/16/23/16238643cfb76c194bdbe3bbdd3d8d2e,/cpfs01/dataset/OpenHumanVid/clips/part_001/16/23/16238643cfb76c194bdbe3bbdd3d8d2e,170
"A man with dark hair and a beard, wearing a brown leather jacket and a maroon polo shirt, stands looking slightly to his right. Next to him, a woman wearing a light blue hijab and a green ribbed long-sleeve top stands with her arms crossed, looking to her left. They are in a decorated event space with yellow and white balloons, string lights, and other people in the background, suggesting a social gathering or party. Upbeat pop music plays in the background.<AUDCAP>Upbeat contemporary pop music with a female vocalist plays in the background. Faint ambient sounds of a social gathering are present, but the music is dominant.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_001/b0/72/b07263002ba6bdb3d4232bc550adce33,/cpfs01/dataset/OpenHumanVid/clips/part_001/b0/72/b07263002ba6bdb3d4232bc550adce33,211
"A young woman, likely in her twenties, stands under an umbrella in a rainy outdoor setting, her bright orange top contrasting with the greenery and wet surroundings. She has dark, wet hair and a light skin tone, and her hunched posture and tilted head suggest a moment of contemplation amidst the blurred natural backdrop of a park or similar area. <AUDCAP>Melancholic piano music plays softly in the background, accompanied by the gentle sound of falling rain.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_001/34/04/34048a358a986e2861c2e7eadcd86517,/cpfs01/dataset/OpenHumanVid/clips/part_001/34/04/34048a358a986e2861c2e7eadcd86517,176
"The video shows two individuals, a man with dark hair and glasses and a woman with dark hair, engaged in a conversation while seated on a couch in a casual, indoor setting with a white brick wall background. The man wears a dark-colored shirt, while the woman has a light-colored cardigan over a darker top, both appearing relaxed in the intimate atmosphere. <AUDCAP>A man makes a soft, non-verbal vocalization. Gentle, reflective background instrumental music plays faintly.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_001/10/23/1023bb01bc9f2981e7de5ee07b00e42e,/cpfs01/dataset/OpenHumanVid/clips/part_001/10/23/1023bb01bc9f2981e7de5ee07b00e42e,131
"The video shows a man with dark hair and a mustache, wearing a dark olive t-shirt, sitting beside a sleeping child. He gently strokes the child's head, who is covered by a blanket and wearing a brown, striped garment, possibly a sleep sack. The man's expression is tender and concerned as he watches the child in the dimly lit bedroom or living room, with a light-colored sofa and green cushion in the background. <AUDCAP>Gentle, calm, and melancholic instrumental music plays throughout, featuring piano and strings, creating a tender and reflective atmosphere. There is no speech or prominent sound effects.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_001/ab/6b/ab6be75cdc92a820b5a1c824b6f645d3,/cpfs01/dataset/OpenHumanVid/clips/part_001/ab/6b/ab6be75cdc92a820b5a1c824b6f645d3,296
