text,video_path,audio_path,num_frames
"A man in a dark suit jacket and backpack runs across a metal bridge, ducking quickly behind a large metal pillar. He flinches and reacts as smoke and sparks erupt in the background, visible near a historical building. The bridge's intricate metal structure is prominent, set against a clear blue sky. <AUDCAP>Intense, dramatic background music plays. Sounds of running footsteps are heard, followed by several sharp gunshots, then multiple rapid gunshots, and an explosion sound with debris.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_001/bf/32/bf32ca0748561be9c235884a4845d23b,/cpfs01/dataset/OpenHumanVid/clips/part_001/bf/32/bf32ca0748561be9c235884a4845d23b,173
"A man with dark hair and a beard, wearing a brown leather jacket and a maroon polo shirt, stands looking slightly to his right. Next to him, a woman wearing a light blue hijab and a green ribbed long-sleeve top stands with her arms crossed, looking to her left. They are in a decorated event space with yellow and white balloons, string lights, and other people in the background, suggesting a social gathering or party. Upbeat pop music plays in the background.<AUDCAP>Upbeat contemporary pop music with a female vocalist plays in the background. Faint ambient sounds of a social gathering are present, but the music is dominant.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_001/b0/72/b07263002ba6bdb3d4232bc550adce33,/cpfs01/dataset/OpenHumanVid/clips/part_001/b0/72/b07263002ba6bdb3d4232bc550adce33,211
"The video shows two individuals, a man with dark hair and glasses and a woman with dark hair, engaged in a conversation while seated on a couch in a casual, indoor setting with a white brick wall background. The man wears a dark-colored shirt, while the woman has a light-colored cardigan over a darker top, both appearing relaxed in the intimate atmosphere. <AUDCAP>A man makes a soft, non-verbal vocalization. Gentle, reflective background instrumental music plays faintly.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_001/10/23/1023bb01bc9f2981e7de5ee07b00e42e,/cpfs01/dataset/OpenHumanVid/clips/part_001/10/23/1023bb01bc9f2981e7de5ee07b00e42e,131
"A single person, dressed in a purple long-sleeve top, shorts, and a headband, is kayaking on a calm body of water in a red kayak, using a yellow paddle to navigate the gentle ripples. The serene scene is set against a backdrop of a coastal or lakeside environment with lush greenery and structures, under an overcast sky. <AUDCAP>A prominent, rhythmic percussive sound is heard throughout, resembling a drumbeat, alongside the sound of water splashing as the kayak moves.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_001/fd/04/fd04c777b0a3d98f83730a7633024458,/cpfs01/dataset/OpenHumanVid/clips/part_001/fd/04/fd04c777b0a3d98f83730a7633024458,150
"The video shows a young man, likely in his twenties with dark hair and light skin tone, standing on a serene beach with turquoise waters and hilly landscape in the background, wearing patterned red and black swim shorts. He says, <S>Guys!<E> He stands still, extends an arm, and then walks away with a relaxed posture, set against the tranquil backdrop of the beach. <AUDCAP>A clear, exclamatory male voice, followed by distinct bird calls and the ambient sound of ocean waves.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_001/04/cd/04cd29e466967cde7fd3f74d53a40985,/cpfs01/dataset/OpenHumanVid/clips/part_001/04/cd/04cd29e466967cde7fd3f74d53a40985,142
"Several young people are on the deck of a boat, which is on clear turquoise water with distant green hills under a partly cloudy sky. Initially, from left to right, a young man with light brown hair in a white shirt, another young man with black hair wearing sunglasses, a pink shirt, and plaid shorts, and a young woman with dark hair in a black dress are visible. Another young man in a straw hat and white shirt is also present. The camera then focuses on two young women in the foreground. One wears a straw hat and a purple patterned sleeveless top, looking directly ahead. The other wears a white top and a brown patterned pinafore dress, looking down. The other individuals are visible in the background further along the boat's deck. <AUDCAP>Gentle, calming instrumental music plays throughout. Ambient sounds of a boat, possibly an engine or general boat operation, are also audible. No speech is present.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_001/df/a5/dfa5893ff07124d2aec8871be7ae5a54,/cpfs01/dataset/OpenHumanVid/clips/part_001/df/a5/dfa5893ff07124d2aec8871be7ae5a54,290
"A person with brown hair and a light blue top is shown in a close-up, initially looking down, then looking up. In the background, a woman with short dark hair and a yellow flower tucked behind her ear wears a vibrant, sleeveless dress with red, purple, and black patterns. She is seated at an outdoor table, elegantly set with a white tablecloth, a patterned orange runner, a seafood dish, wine glasses, and lit candles. The woman holds a fork, looking at her food. The first person then walks past the camera, obscuring the view. As this happens, the woman looks up with a surprised expression. <AUDCAP>Gentle, emotional instrumental music plays in the background.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_001/b3/7d/b37d8bcd7856bfde770436831fad23d8,/cpfs01/dataset/OpenHumanVid/clips/part_001/b3/7d/b37d8bcd7856bfde770436831fad23d8,236
"A woman, appearing to be in her late thirties or early forties, with medium-length wavy brown hair, is seen in a close-up shot of her upper body. She wears a black blazer over a white top. Her expression transitions from thoughtful to determined. The background is a blurred office environment with other individuals moving in the distance. She says, <S>Okay.<E> Then, after a brief pause, she adds, <S>Let's go for it.<E> <AUDCAP>A clear female voice, initially thoughtful, then becoming confident and resolute. Gentle, underlying instrumental music plays throughout. Faint ambient office sounds are present in the background.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_001/c2/2b/c22b7a40cfd8319a0af8a8ba058efa98,/cpfs01/dataset/OpenHumanVid/clips/part_001/c2/2b/c22b7a40cfd8319a0af8a8ba058efa98,167
"The video features a single woman, likely in her thirties with fair skin and blonde hair, sitting calmly in a rustic, indoor setting with wooden elements and warm lighting, wearing a yellow top and a cream-colored cardigan with intricate embroidery. She remains stationary, maintaining a neutral expression, amidst the cozy and possibly historical ambiance. She says, <S>No.<E> She continues, <S>It was when I followed him to Goggins.<E> She pauses, then adds, <S>Something snapped.<E> <AUDCAP>A clear female voice speaks with a somber and reflective tone. Subtle, atmospheric background music creates a suspenseful ambiance.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_001/e5/9e/e59e075d3347b57ad4a35c2d9f7bd5a6,/cpfs01/dataset/OpenHumanVid/clips/part_001/e5/9e/e59e075d3347b57ad4a35c2d9f7bd5a6,255
"The video features a single woman, likely in her thirties, seated in a traditional setting, dressed in a green garment with a white inner lining, her long dark hair styled in a traditional manner, as she sits on a wooden chair with a woven seat, surrounded by wooden elements and a patterned cushion, exuding a calm and serene atmosphere. <AUDCAP>Gentle, traditional instrumental music with a peaceful melody, accompanied by subtle ambient rustling sounds.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_001/0d/d2/0dd2eb7acf618f39d7e165b8876e3c82,/cpfs01/dataset/OpenHumanVid/clips/part_001/0d/d2/0dd2eb7acf618f39d7e165b8876e3c82,122
"A man, dressed in a long, dark robe and traditional topknot, walks out from a wooden doorway onto a rustic wooden deck. He looks around, taking in the serene outdoor setting, which includes a thatched-roof house, large rocks, lush greenery, distant mountains, and a wooden rocking chair. A small, white fluffy dog then approaches him on the deck. <AUDCAP>Gentle, calming traditional Asian instrumental music plays with a melodic tune. A faint, distant chime-like sound is heard. Subtle ambient outdoor sounds are present.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_001/db/a6/dba681c660a9b79bf702303ec522dad7,/cpfs01/dataset/OpenHumanVid/clips/part_001/db/a6/dba681c660a9b79bf702303ec522dad7,234
"The video shows a single male figure, dressed in traditional East Asian attire, seated on the ground in a dimly lit, rustic indoor setting, with wooden structures visible in the background. He is leaning forward, lost in thought, with his right hand on his knee and his left hand holding a small, white object, his traditional topknot and light skin tone adding to the serene atmosphere. <AUDCAP>Gentle, traditional East Asian instrumental music plays softly. A faint, delicate sound effect, like a soft tinkle or subtle movement, accompanies the man's interaction with the small white object.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_001/7d/33/7d33c26005b2dbcb3c5865be9e5f7c87,/cpfs01/dataset/OpenHumanVid/clips/part_001/7d/33/7d33c26005b2dbcb3c5865be9e5f7c87,122
"The video features a single woman in her thirties with dark hair and light skin, dressed in attire that suggests a traditional or historical context, sitting in a dimly lit room with traditional wooden elements and a lattice window. She is sweating and appears distressed, looking down with a pained expression.<AUDCAP>A distinct percussive thud is heard, followed by a whooshing sound. A woman's strained gasps and heavy, labored breathing indicate pain, while a low, dramatic, sustained musical note or drone underscores the scene.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_001/17/53/17532aa849ba4ca8434ad231fee7815e,/cpfs01/dataset/OpenHumanVid/clips/part_001/17/53/17532aa849ba4ca8434ad231fee7815e,221
"In a dimly lit, high-tech control room with blue accent lighting, several individuals are present. A woman with long dark hair, wearing a dark cardigan and a red top, stands in the center foreground, looking forward, with a man in a dark jacket and baseball cap behind her, resting a hand on her shoulder. To their left, another woman in a dark shirt stands near a circular console, while a man in a grey jacket is also visible near the console further back. To the far right, a man in a black hoodie faces away from the camera, observing the central woman, and a woman with lighter hair works at a console in the background. Text overlays appear, reading 'AND WENTWORTH MILLER' and 'GUEST STARRING VIOLETT BEANE'. The man behind the central woman says, <S>Okay, let's get to work.<E> <AUDCAP>A clear, assertive male voice speaks. Dramatic background music plays with a sustained, serious tone, accompanied by subtle ambient sounds suggesting electronic equipment.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_001/7c/25/7c25eac14e42558073bdb1d518900f16,/cpfs01/dataset/OpenHumanVid/clips/part_001/7c/25/7c25eac14e42558073bdb1d518900f16,139
"The video shows a single person, a nurse or medical professional, dressed in a white medical uniform with braided hair and a white face mask, adjusting their mask in a minimalist indoor setting with a plain wall and dark-colored door. The scene is set in a professional medical environment, likely a hospital or clinic, where the individual is preparing for a task or interaction. <AUDCAP>A sustained, calm ambient sound or musical note is present throughout.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_001/90/b9/90b93c2d212641777780c14daa93d2b4,/cpfs01/dataset/OpenHumanVid/clips/part_001/90/b9/90b93c2d212641777780c14daa93d2b4,122
"In a dimly lit, dark room with large, dark doors in the background, an older man with long grey hair and a beard, dressed in a traditional-style top and layered vests, stands centrally. Two younger men approach him. One, on the left, has curly dark hair and wears a white shirt, tie, and dark vest. The other, on the right, has dark hair styled with braids and a shaved side, wearing a dark patterned jacket. The older man briefly smiles, then walks past the two younger men, leaving them standing still with serious expressions. <AUDCAP>A continuous, low, ominous ambient hum or drone is present throughout the scene. Footsteps are heard as the two younger men approach and then again as the older man walks away.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_001/66/10/66104044a9b297d3181fb77e936f7175,/cpfs01/dataset/OpenHumanVid/clips/part_001/66/10/66104044a9b297d3181fb77e936f7175,220
"The video features a young adult male with dark hair styled in braids on top and shaved sides, wearing a dark, textured shirt. He stands in a dimly lit, smoky environment, looking around with a serious and slightly apprehensive expression. A splatter of red liquid appears on his forehead, and he slowly extends his right hand towards the viewer, as if to defend or block. Additional red splatters are visible in the background. <AUDCAP>A rhythmic, percussive ambient music track with deep, resonant tones and subtle metallic sounds, creating a mysterious and tense atmosphere. Distinct sound effects include deep thumps, subtle swooshes, and two wet splat sounds for the red liquid. No speech is present.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_001/95/91/95912a063fc5d592c01515b67b9e30fb,/cpfs01/dataset/OpenHumanVid/clips/part_001/95/91/95912a063fc5d592c01515b67b9e30fb,265
"In a formal and somber setting with soft, even lighting, a man in a dark suit, white shirt, and black tie is seen in the foreground, looking to the right. To his left, a woman in a traditional black garment with a white trim, possibly a hanbok, looks down with a solemn expression. Behind the man in the foreground and slightly to his right, another man in a dark suit and black tie, wearing a white armband on his left sleeve, looks directly ahead. <AUDCAP>Faint, solemn instrumental music plays in the background, contributing to a somber atmosphere.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_001/79/6f/796fceff9e62a3699f64e515a45c76d7,/cpfs01/dataset/OpenHumanVid/clips/part_001/79/6f/796fceff9e62a3699f64e515a45c76d7,129
"The video shows a man with dark, styled hair, wearing a maroon shirt, looking intently at a woman whose back is to the camera, revealing her long, light brown hair. The background is a brightly lit, dynamic indoor setting with shifting colored lights, suggestive of a club or party. The man says, <S>Okay, it all comes down to this.<E> <S>Whatever happens, happens.<E> He then says, <S>Destiny.<E> <AUDCAP>A male voice speaks with a serious and slightly dramatic tone. In the background, there is energetic, upbeat dance music and ambient crowd sounds, suggesting a club environment. The music changes slightly in volume and intensity, reflecting changes in the scene's lighting.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_001/8b/97/8b973a0dd616654583839f9924fd638a,/cpfs01/dataset/OpenHumanVid/clips/part_001/8b/97/8b973a0dd616654583839f9924fd638a,205
"In a serene winter scene, two individuals are present in a traditional East Asian architectural structure, surrounded by snow-covered trees and a tranquil landscape under falling snow. A young man, with black hair styled in a traditional updo and wearing a grey/white robe, walks towards a seated young woman. The woman, with long, dark hair and wearing a white traditional dress, is seated on the ground next to a low table with tea items, and looks up at the approaching man. <AUDCAP>Gentle, atmospheric East Asian instrumental music plays throughout. The soft sound of falling snow is heard, along with a subtle rustling sound as the man moves.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_001/8a/8e/8a8e29d1f4bcec82faa8eff9efac6ebf,/cpfs01/dataset/OpenHumanVid/clips/part_001/8a/8e/8a8e29d1f4bcec82faa8eff9efac6ebf,135
"A middle-aged man, dressed in a worn grey military-style uniform and cap, is seen in a daytime outdoor setting. His expression is serious and contemplative. His light skin tone is visible, and his hair is mostly obscured by the cap. <AUDCAP>Somber, instrumental background music is heard.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_001/70/c1/70c1514ce604f6e9e985812f363b6982,/cpfs01/dataset/OpenHumanVid/clips/part_001/70/c1/70c1514ce604f6e9e985812f363b6982,136
"A woman in a dark-colored dress sits on a beige sofa, holding a glass. A man in a red sweater and blue jeans stands near her, holding a striped item of clothing. He says, <S>haven't even gotten the fractal shit.<E> He continues, <S>Goddamn hopeless youth of America.<E> The woman responds, <S>Well, you're the one who wanted to make a difference, remember?<E> The man then says, <S>Hey, fools rush in.<E> He then asks, <S>Where's Jonathan?<E> The cozy living room is warmly lit, with a chandelier and a side table lamp, and a dining area is visible through an open doorway in the background.<AUDCAP>A deep male voice speaks with exasperation and then an amused, rhetorical tone. A clear female voice responds with a calm and slightly playful tone. Ambient room sounds and faint clinking of bottles are present.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_001/f3/55/f355e5e86b13a8c0698f704b27127688,/cpfs01/dataset/OpenHumanVid/clips/part_001/f3/55/f355e5e86b13a8c0698f704b27127688,247
"A middle-aged man with short, graying hair in a green shirt and a woman with dark hair in a light-colored blouse share a tender moment, their faces close, almost touching noses. She gently places her hand on his shoulder and neck. They look at each other, then slightly upwards. They are in a warmly lit indoor setting with a potted plant in the background, near a large window, with soft, dusky outdoor light. <AUDCAP>A soulful, soft R&B/pop song plays in the background. A male vocalist sings melodically, accompanied by gentle instrumentation including guitar and drums. The singing is warm and smooth.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_001/d9/fd/d9fd0f2f6b94f8a30230a165618c7122,/cpfs01/dataset/OpenHumanVid/clips/part_001/d9/fd/d9fd0f2f6b94f8a30230a165618c7122,135
"The video captures a close-up interaction between two young men, one wearing red gloves and the other in a dark blazer over a blue shirt, as they engage in a conversation in a park or urban garden area with a natural and urban backdrop. The individual in the red gloves extends his hand, possibly offering something, while the other man faces him with a neutral expression. <AUDCAP>Upbeat, rhythmic electronic music with a driving beat and synth elements, building in intensity.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_001/3e/a8/3ea8bf604126cd89b6d2eab54f039847,/cpfs01/dataset/OpenHumanVid/clips/part_001/3e/a8/3ea8bf604126cd89b6d2eab54f039847,191
"In the serene indoor setting, a caregiver, dressed in a light-colored, long-sleeved garment with prominent striped cuffs, gently tends to a person lying on a bed. The person, wearing a white robe, is resting with closed eyes, cushioned by patterned pillows. The caregiver first wrings out a white cloth from a basin of water, then carefully places the damp cloth on the forehead of the resting person. The calm atmosphere and focused interaction convey a sense of rest and care. <AUDCAP>Soft, melodic background music, creating a serene and calm atmosphere.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_001/9b/29/9b29993e90ad510224fafc207677779b,/cpfs01/dataset/OpenHumanVid/clips/part_001/9b/29/9b29993e90ad510224fafc207677779b,190
"The video captures a tender moment between two people, a woman with dark hair in a light-colored top and a man in a dark jacket, as they share a warm and intimate interaction in a softly lit, possibly golden hour setting. The woman gently touches the man's face, and he leans in towards her, conveying a deep emotional connection between them. <AUDCAP>Soft, melodic, instrumental music with a gentle, romantic feel.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_001/5d/c8/5dc8b1bb7d9c8e8d890a99d37062eadf,/cpfs01/dataset/OpenHumanVid/clips/part_001/5d/c8/5dc8b1bb7d9c8e8d890a99d37062eadf,131
"A man in a dark suit jacket and a patterned shirt holds a piece of paper, looking at it with a serious expression. A woman with long dark red hair, wearing a yellow leopard print dress, stands beside him, also looking serious. They are in a modern room with shelves displaying decorative items and products. <AUDCAP>Soft, dramatic background music plays.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_001/f8/53/f853ecad72263060251efc1049787489,/cpfs01/dataset/OpenHumanVid/clips/part_001/f8/53/f853ecad72263060251efc1049787489,164
"The video captures a romantic moment between two individuals, a man with dark hair and a light-colored striped shirt, and a woman with long dark hair and a white top, as they stand closely facing each other in a softly lit nighttime outdoor setting with ambient street lights. <AUDCAP>Soft, romantic instrumental music with a sustained, gentle melody.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_001/e5/ff/e5ffde0a6d3b8df6169f9ac0c5589cdd,/cpfs01/dataset/OpenHumanVid/clips/part_001/e5/ff/e5ffde0a6d3b8df6169f9ac0c5589cdd,164
"The video shows five people in a historical setting: a passenger in a traditional rickshaw, two military guards in uniforms standing near a building, a person in a gray coat approaching the rickshaw, and a person in a white dress walking away from the rickshaw towards the building. The scene is set in front of a traditional building with a dark entrance and Chinese characters on a sign, likely in a historical location in China. <AUDCAP>A distinct percussive thump is heard.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_001/dd/cd/ddcd335356071048a73322df857be6eb,/cpfs01/dataset/OpenHumanVid/clips/part_001/dd/cd/ddcd335356071048a73322df857be6eb,209
"A young man, dressed in a white lab coat over teal scrubs, stands in a traditional Chinese courtyard with pink blossoms blurred in the background. He has dark hair and a serious, pensive expression as he looks forward, then turns his gaze to his right. <AUDCAP>Calm, reflective instrumental music plays in the background.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_001/8e/95/8e953fefb6b5dd9e067ac3397a2448b1,/cpfs01/dataset/OpenHumanVid/clips/part_001/8e/95/8e953fefb6b5dd9e067ac3397a2448b1,139
"A woman with brown hair, styled in a braid over her shoulder, wears a white lab coat and distinct strawberry-shaped earrings. She looks down with a focused expression, then smiles. The background is softly lit, showing blurred medical or lab equipment and a blue screen.<AUDCAP>Calm, instrumental background music plays.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_001/8a/86/8a865cd0cda0e8ad603dbdefddef824f,/cpfs01/dataset/OpenHumanVid/clips/part_001/8a/86/8a865cd0cda0e8ad603dbdefddef824f,145
"A person, dressed in an orange polo shirt with a small graphic on the left side, is seen intently playing a unique guitar with the word 'LUVCE' and a heart symbol on it, while sitting in a casual outdoor setting with a brick wall and lush greenery in the background. The scene is bathed in natural daylight, with a glass of orange juice visible on a nearby surface. <AUDCAP>The sound of an acoustic guitar playing a melodic, gentle tune, featuring both strumming and fingerpicking. The audio environment is clear and free of background distractions.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_001/02/20/02208adf6e4a148dfc343efb65907f56,/cpfs01/dataset/OpenHumanVid/clips/part_001/02/20/02208adf6e4a148dfc343efb65907f56,144
"<AUDCAP>Gentle, instrumental music plays throughout.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_001/89/16/8916d4d434b85977247f9429f7a77c2e,/cpfs01/dataset/OpenHumanVid/clips/part_001/89/16/8916d4d434b85977247f9429f7a77c2e,173
"A man, dressed in a formal pinstripe suit with a patterned tie, is shown from the chest up. He initially performs a hand gesture, bringing his thumb and forefinger together, then looks down and then up with a serious, contemplative expression. The warm, soft lighting and blurred background focus attention on the individual's thoughtful face and stylish attire, capturing a moment of introspection. <AUDCAP>A distinct click sound, followed by dramatic and suspenseful instrumental music with percussive elements.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_001/6a/90/6a90dcdfdc27e5ae77194e82c59b0aa2,/cpfs01/dataset/OpenHumanVid/clips/part_001/6a/90/6a90dcdfdc27e5ae77194e82c59b0aa2,249
