text,path,num_frames
"The video opens with a medium shot of a man, identified as John Wick from the film series, walking directly towards the camera in a bustling market street. He is dressed in a dark suit with a white shirt and black tie, his long dark hair falling to his shoulders. The background features old, light-brown archways, suggesting an ancient or traditional architectural style. On both sides of the street, stalls are visible, displaying colorful fabrics and goods. Numerous people, dressed in traditional attire, are moving around the market, some walking, others on bicycles. As John Wick walks, he maintains a steady gaze forward. The overall visual style is realistic.",/videogen/audio_preprocess/matrix/video/01555e80ff47cdc86777_038_sdr_4.mp4,56
"The video starts with a wide shot of a bustling port or market area. In the background, there is a large, brown stone fortress with two prominent turrets on the left, and a similar but smaller section of the wall with an archway on the right. Numerous seagulls fly in the sky above. In the midground, several large, traditional blue and yellow fishing boats are beached, surrounded by piles of fishing nets and equipment. Many people are walking in various directions across the wet ground, some carrying items or pushing bicycles. On the left side of the frame, there are several large, blue fishing traps filled with orange buoys. One man on a bicycle is seen riding from left to right. The camera slowly pans to the right, revealing more of the archway and the people moving through the area. The overall scene depicts a lively port with traditional elements and active human movement.",/videogen/audio_preprocess/matrix/video/01555e80ff47cdc86777_038_sdr_2.mp4,77
"The video opens with a medium shot of a man, identified as John Wick, holding a gun and aiming it towards the camera. He is positioned on the right side of the frame, with his face partially visible and focused. The background consists of a large, brightly lit LED screen displaying a dynamic, abstract pattern of glowing dots. Initially, the dots are predominantly yellow and red, forming a swirling, almost liquid-like design. As the video progresses, the color of the LED screen shifts from yellow and red to green, maintaining the same dotted, abstract pattern. John Wick remains in the same position, his gaze intense, as the background transitions around him.",/videogen/audio_preprocess/matrix/video/92456f2b4bc78c29128a_098_sdr_7.mp4,80
"The video starts with a medium shot of Ruby Rose from Batwoman in a dark purple suit, holding a gun and facing a man in a black suit. She says, ""Go. I'll finish this."" Behind her, a reflection of a man is visible on a red screen. The shot then transitions to a close-up of the man in the black suit. He has short curly hair and a scar on his right cheek. The lighting shifts from red to a cool blue, creating a dramatic effect. The man looks directly at the camera with a serious expression. The shot is over the shoulder of an unseen person facing the man.",/videogen/audio_preprocess/matrix/video/92456f2b4bc78c29128a_101_sdr_5.mp4,205
"The video starts with a medium shot of two men engaged in a fight within a mirrored room. The man on the left, with a beard and dressed in a dark suit, attempts to strike the other man, who is also in a dark suit and has long hair. The long-haired man parries the blow and counters with a series of quick punches to the body. The background is composed entirely of mirrors, reflecting distorted images of the two men and the light sources, which cast a green-blue and red hue across the scene. The reflections make it appear as though there are multiple individuals fighting. The camera is static throughout the video, capturing the struggle from a slightly low-angle perspective, emphasizing the height of the men and the reflective surfaces. The fight intensifies as the long-haired man gains the upper hand, grappling with his opponent and appearing to lift him off the ground.",/videogen/audio_preprocess/matrix/video/92456f2b4bc78c29128a_101_sdr_0.mp4,119
"The video starts with a man in a dark suit walking from the left side of the frame towards the right. To his left, a woman with short, light-colored hair is partially visible. The background is composed of numerous reflective surfaces, possibly mirrors, which create a distorted and fragmented reflection of red and green lights. As the camera pans slightly to the right, more of the mirrored environment becomes visible, showing reflections of various illuminated displays. The man and woman continue to walk, and their reflections are visible in the mirrors. In the reflections, another figure, dressed in black, appears to be on the ground, possibly injured or incapacitated, amidst the bright red and green lights. The overall environment suggests a modern, possibly futuristic setting with a strong emphasis on reflective surfaces and neon lighting. The camera maintains a medium shot, following the characters as they move through the reflective space.",/videogen/audio_preprocess/matrix/video/92456f2b4bc78c29128a_101_sdr_3.mp4,82
"The video starts with a high-angle shot, looking down on two men engaged in a fight on a mirrored floor. The man on the left is wearing a dark suit with a white shirt and a dark tie, while the man on the right is in a dark suit. The floor is reflective, showing a distorted reflection of the men and the environment. Small, dark debris is scattered across the floor, suggesting a recent impact or destruction. The background features geometric patterns and lines of light, with a prominent blue glow emanating from the side. As the fight progresses, the man on the left, who was initially on his back, attempts to kick the other man. The man on the right, still on his feet, maneuvers around him, maintaining an aggressive stance. The debris on the floor shifts and scatters with their movements. The scene is illuminated by the blue light, creating a stark contrast with the dark suits and the reflective surfaces.",/videogen/audio_preprocess/matrix/video/92456f2b4bc78c29128a_101_sdr_1.mp4,102
"The video shows John Wick, a man with long dark hair, a beard, and wearing a black suit and white shirt, standing in what appears to be a large, ornate hall with high ceilings and pillars. He is holding a black handgun in his right hand, pointing it upwards and slightly towards his left. He uses his left hand to insert a magazine into the gun. The camera is positioned at a low angle, looking up at him. He then brings the gun closer to his face and racks the slide, preparing the weapon. The lighting is dim, suggesting an indoor setting with artificial light sources visible on the ceiling.",/videogen/audio_preprocess/matrix/video/92456f2b4bc78c29128a_094_sdr_1.mp4,81
"The video starts with a medium shot of a man in a black suit sitting on another man who is lying on a polished black marble floor. Four other men in black suits are also lying on the floor around him, seemingly unconscious. The man on top is looking at a phone in his hands, then quickly pockets it. He stands up, his long dark hair flowing, and walks past the other men on the floor. In the background, there are large white pillars with vertical lights, and white tables with red floral arrangements. A large bronze statue of a man holding a severed head is visible in the middle ground.",/videogen/audio_preprocess/matrix/video/92456f2b4bc78c29128a_094_sdr_0.mp4,50
"The video opens with a medium shot of John Wick from the movie ""John Wick: Chapter 2"", focusing on his upper body and face. He is standing under a clear blue sky, with indistinct buildings in the background. John Wick is depicted with a beard and medium-length dark hair, wearing a dark suit with a white shirt and a dark tie. He has several visible cuts and scratches on his face, indicating a recent struggle, and some blood stains are present on his white collar. He looks directly forward, seemingly addressing someone off-screen to the right, who is partially visible as a blurry figure in the foreground. The camera remains static throughout the clip, maintaining a consistent focus on John Wick's expression as he speaks, conveying a serious and determined demeanor.",/videogen/audio_preprocess/matrix/video/92456f2b4bc78c29128a_088_sdr_3.mp4,116
"The video starts with a medium shot of John Wick from the chest up, positioned slightly to the right of the frame, with his head turned toward the left, looking into the distance. He is wearing a dark, high-collared shirt and a dark jacket, and has a beard and long dark hair. There are several faint marks on the left side of his face. In the background, to the left of John Wick, a large, ornate white building with classical columns and statues on its roof is visible under a partly cloudy sky. Numerous small, sculpted trees are arranged in rows between John Wick and the building. As the video progresses, the camera slowly pans to the right, keeping John Wick in the frame as he turns his head further to the left, looking past the ornate building. The camera continues to pan, eventually showing John Wick from behind, still looking into the distance, with the white building and trees remaining in the background. The video concludes with John Wick’s back to the camera, as he stands in front of the trees and the white building.",/videogen/audio_preprocess/matrix/video/92456f2b4bc78c29128a_038_sdr_3.mp4,72
"The video starts with a medium shot of a man in a black suit walking from left to right across a large, wet, cobblestone square. He has dark, long hair and a beard. In the background, there is a large, elaborate stone fountain with multiple statues of figures, and behind that, a grand, white stone building with a large dome and intricate architectural details. To the right of the man, a group of four men in dark clothing are standing. As the man continues walking, two women in long black dresses and head coverings walk past him from right to left.",/videogen/audio_preprocess/matrix/video/92456f2b4bc78c29128a_038_sdr_0.mp4,60
"The video starts with a wide shot of a band performing on a stage. On the left side of the stage, a man with a white beard is seen behind a mixing console, facing a laptop. In the center, a woman with long dark hair, dressed in a black top and a long red skirt, is singing into a microphone, her arms outstretched and her head tilted back. On the right side of the stage, another man is playing an electric guitar. The stage is set with red illuminated structures, forming large rectangular frames behind the performers. Bright spotlights crisscross above the stage, illuminating the performers and creating a smoky atmosphere. The camera slowly zooms out, revealing more of the audience in the foreground, with many hands raised in the air.",/videogen/audio_preprocess/matrix/video/92456f2b4bc78c29128a_045_sdr_5.mp4,63
"The video starts with a medium shot of John Wick and two other men walking on a rooftop. The man on the left side of the frame is facing John Wick, while the other man is in the background, facing away from the camera. As John Wick walks forward, the camera dollies to the left, revealing more of the rooftop and the city in the background. The man who was previously on the left of John Wick is now behind him, and another man appears in the foreground, out of focus. The buildings in the background are mostly red brick, with some industrial structures visible. The sky is clear and blue. The camera follows John Wick as he continues to walk across the rooftop, maintaining a medium shot. The clip shows a realistic visual type.",/videogen/audio_preprocess/matrix/video/92456f2b4bc78c29128a_085_sdr_5.mp4,85
"The video starts with a close-up shot of a dark-skinned man with a beard, holding a white pigeon gently in his hands. He is wearing dark clothing and the background is out of focus, showing blurry building structures. The man brings the pigeon closer to his face, appearing to kiss its head or coo at it. He then moves the pigeon slightly, examining it carefully. The man's expression is calm and gentle as he interacts with the bird. The shot is a close-up, focusing on the man's face and hands, with the background remaining blurred. The lighting suggests an outdoor setting during the day, with some backlight highlighting the man's hair.",/videogen/audio_preprocess/matrix/video/92456f2b4bc78c29128a_085_sdr_4.mp4,214
"The video starts with a shot of the interior of a subway car, where several passengers are standing. The camera is positioned behind two women, one with dark hair on the left and another with blonde hair and glasses on the right. Both women are holding onto the overhead handrails. The shot then tracks to the right, revealing a bald man with a beard and a black turtleneck, identified as Common, standing behind the blonde woman. He is also holding onto a handrail and appears to be looking forward. The lighting in the subway car is blue. The shot type is a handheld shot, giving it a natural and immediate feel as it moves through the crowded space.",/videogen/audio_preprocess/matrix/video/92456f2b4bc78c29128a_080_sdr_1.mp4,48
"The video shows Keanu Reeves, portraying John Wick, in a medium shot inside a train or subway car. John Wick, with bloodstains on his face, is looking intently towards the left side of the frame, his expression serious. He is wearing a dark suit with a white shirt and a dark tie. In the background, out of focus, other passengers are visible, including an older man with gray hair who is holding onto a strap. The lighting in the train car appears to be a cool blue, illuminating the scene. The camera remains static, capturing John Wick's upper torso and head.",/videogen/audio_preprocess/matrix/video/92456f2b4bc78c29128a_080_sdr_9.mp4,86
"The video starts with an over-the-shoulder shot of a blonde woman inside a subway train, with other passengers visible in the background. The camera then cuts to a medium shot, revealing John Wick, portrayed by Keanu Reeves, with blood on his face, standing in the subway. He is wearing a dark suit with a white shirt and a black tie. He glances to his left, observing the blonde woman. The train interior has blue-tinted lighting. John Wick remains in the same position, continuing to observe his surroundings.",/videogen/audio_preprocess/matrix/video/92456f2b4bc78c29128a_080_sdr_6.mp4,104
"The video starts with a medium shot of a man with a bald head and a beard, holding onto a bar in what appears to be a subway train. He is wearing a dark blue quilted jacket over a black turtleneck. His gaze is directed to his right, slightly upward. In the background, out of focus, other passengers are visible, some also holding onto bars. Advertisements are displayed on the train's interior walls, one of which has the text ""OUTSIDE INSIDE THE BOX."" Another display, partially visible, shows text that includes ""METROPOLITAN"" and ""TRADING."" The shot is from a slightly low angle, emphasizing the man's figure. The lighting inside the subway is dim, with bright overhead lights illuminating the bars. The train is in motion, causing a slight sway.",/videogen/audio_preprocess/matrix/video/92456f2b4bc78c29128a_080_sdr_10.mp4,123
"The video starts with a medium shot of a man, from the chest up, with his back to the camera, standing by a window. The man is wearing a light-colored, long-sleeved shirt. His hair is dark and shoulder-length. As he stands still, he is silhouetted against the bright blue light coming from the window. Then, he turns his head slightly to the right, showing more of his profile. He then turns his head to the left, revealing his face and a dark beard. The camera zooms in slightly on his face. He lowers his head, and then slowly raises it, looking down and then up. The video ends with a close-up of his face, still silhouetted, looking straight ahead. The background remains a bright blue, indicating an outdoor or city environment.",/videogen/audio_preprocess/matrix/video/92456f2b4bc78c29128a_023_sdr_7.mp4,215
"The video starts with a man, John Wick, walking in a long, white hallway. He is wearing a dark suit and a tie, and there is blood on his left side. He is holding his left side and leaning on the clear glass wall to his left. He has a reflection in the glass wall. The reflection shows his full body. He is walking slowly, looking exhausted. The hallway has white walls and bright lights. People are walking in the background and a sign for 'Entry' is visible. John Wick then looks towards the camera and walks faster. He is looking at the camera with a determined look.",/videogen/audio_preprocess/matrix/video/92456f2b4bc78c29128a_075_sdr_7.mp4,76
"The video opens with a man, seen from behind, walking towards a subway train where several people are boarding. He is wearing a dark suit and has long dark hair. As he gets closer, two men emerge from the crowd, one stumbling and falling to the ground, leaving a trail of blood, while the other runs toward the suited man. The suited man quickly turns and grabs the approaching man, striking him. The camera is handheld, giving the scene a dynamic and immediate feel, emphasizing the quick escalation of events in the brightly lit subway station.",/videogen/audio_preprocess/matrix/video/92456f2b4bc78c29128a_078_sdr_8.mp4,166
"The video starts with a close-up shot of John Wick from the movie ""John Wick: Chapter 2."" He is seen walking forward, looking slightly to his left, with his face and shirt stained with blood. He wears a black suit, white shirt, and black tie. The background is brightly lit and blurry, suggesting an indoor setting with other people moving around. The camera follows him as he moves, maintaining a close perspective. As the video progresses, he turns his head to look more directly to his left, revealing more of the bloodstains on the left side of his face. The shot remains a medium close-up, focusing primarily on his upper body and face. The lighting is consistent throughout the clip, providing a clear view of John Wick despite the blurry background.",/videogen/audio_preprocess/matrix/video/92456f2b4bc78c29128a_078_sdr_4.mp4,58
"The video starts with a low-angle shot showing a group of people ascending a set of wide, white stairs and a parallel escalator in what appears to be a modern, well-lit indoor space, possibly a subway station or a large public building. The ceiling is characterized by multiple parallel beams and evenly spaced circular lights. A person in a dark coat and a hat is seen walking up the stairs first, followed by another person in a dark jacket. As the camera subtly pans to the right, more individuals come into view. One person, dressed in a suit and carrying a bag, quickly climbs the stairs. Another individual in a dark coat and carrying a backpack is seen further up the stairs. In the foreground, on the right side of the frame, a person with long, curly hair, wearing a dark quilted jacket and carrying a bag on their left shoulder, walks toward the camera's right side, moving past the edge of the frame. On the left side of the frame, another person in a dark coat is seen stepping onto the escalator, their back to the camera.",/videogen/audio_preprocess/matrix/video/92456f2b4bc78c29128a_078_sdr_6.mp4,104
"The video starts with a high-angle shot looking down at a large crowd of people walking through a long, white, and brightly lit corridor. The corridor has ribbed ceilings that extend into the distance, and the walls are smooth and white. On the left side of the corridor, there are pillars with vertical red light strips. The people, dressed in various dark-colored casual and business attire, are walking towards the camera. The crowd appears dense and fills most of the corridor's width. The camera remains static throughout the video, capturing the continuous flow of people.",/videogen/audio_preprocess/matrix/video/92456f2b4bc78c29128a_078_sdr_2.mp4,51
"The video shows John Wick, an individual with a beard and dark hair, wearing a black suit and a white shirt, with visible blood marks on his face, moving down a set of stairs. He is holding a gun with his right hand, keeping it low. Other individuals are also present on the stairs, some moving up behind John Wick and others moving down around him. The stairs have a modern design with glass railings and light-colored steps. The lighting in the background is dim, casting a blue-green hue. The shot is a medium shot, following John Wick as he descends the stairs.",/videogen/audio_preprocess/matrix/video/92456f2b4bc78c29128a_078_sdr_7.mp4,128
"The video starts with a medium shot of two men dressed in black suits engaged in a struggle in a brightly lit room. A third man, also in a suit, lies motionless on the wooden floor to the left, his arm bent at an unnatural angle. The background reveals a modern art museum with white walls, illuminated by vertical light bars on either side of a central hallway. At the end of the hallway, a colorful abstract sculpture is displayed on a pedestal, with other artworks on the walls. The two struggling men move towards the right side of the frame, with one man seemingly trying to disarm the other, who is holding a gun. The man with the gun is pushed down, eventually falling to the ground in a crouching position. The wooden floor reflects the bright lights, creating a luminous effect.",/videogen/audio_preprocess/matrix/video/92456f2b4bc78c29128a_095_sdr_7.mp4,82
"The video starts with a medium shot of a man in a black suit pulling another man, also in a black suit, who is lying on the wooden floor. There are other men, dressed in black and white suits, lying on the floor, seemingly unconscious or dead, with blood splatters on the white walls around them. The man in black continues to drag the man across the floor, positioning him against a brightly lit vertical white panel. The man in black then appears to use the unconscious man's body to move along the wall, disappearing from the frame. The shot is at eye-level, showing the action from a direct perspective.",/videogen/audio_preprocess/matrix/video/92456f2b4bc78c29128a_095_sdr_8.mp4,102
"The video opens with a medium shot featuring two men in a park. The man on the left is seen from the back, wearing a dark coat, and is positioned in the foreground. The man on the right, recognizable as John Wick from the film franchise of the same name, stands facing the camera, wearing a dark suit and tie. He has a serious expression on his face. In the background, there is a large, ornate stone structure with multiple arched openings and steps leading up to it. Several people are visible walking around the structure and in the park area behind the two men. The sky is overcast, and the trees in the background show signs of autumn, with some yellow leaves visible. The ground is paved with reddish-brown bricks, and there are a few pigeons scattered on the ground near the men. The camera maintains a steady position throughout the shot.",/videogen/audio_preprocess/matrix/video/92456f2b4bc78c29128a_110_sdr_8.mp4,65
"The video starts with a low-angle shot of a room with mirrored walls and floor. Neon blue vertical lights are reflected on the surfaces, and red lighting emanates from behind the mirrors, creating a complex, geometric pattern. A person in dark clothing, possibly a suit, is suspended upside down from the ceiling. The camera then cuts to a low-angle shot showing five people dressed in dark clothing, walking across a clear platform on the mirrored floor. They are walking away from the camera, with their reflections visible below them. The red and blue neon lights continue to be reflected around them. The shot appears to be a dolly shot, following the individuals as they move through the mirrored environment. The overall visual style is sleek and futuristic.",/videogen/audio_preprocess/matrix/video/92456f2b4bc78c29128a_100_sdr_0.mp4,60
"The video starts with a close-up shot of John Wick, a man with dark hair and a beard, in a black suit, holding a black handgun in his right hand and a silver handgun in his left. He is looking intently to his right, aiming both pistols. The shot is over-the-shoulder, looking past John Wick's right side, revealing a mirrored room. In the reflections, multiple versions of John Wick are visible, some holding weapons and others in the process of aiming. The room is illuminated by neon lights, with blue and green hues on the left and red and orange hues on the right, creating a futuristic visual style. As the camera subtly moves, more reflections of John Wick and a male adversary in a suit become visible. The adversary, also holding a handgun, appears in the reflections as if aiming at John Wick. Suddenly, gunshots erupt from the reflections of the adversary, causing sparks and light flashes, indicating that the mirrors are being shot at. The video captures a tense shootout in a complex, multi-reflective environment.",/videogen/audio_preprocess/matrix/video/92456f2b4bc78c29128a_100_sdr_5.mp4,146
"The video shows a close-up of a bald man with a goatee and mustache, looking intensely towards the right side of the frame. He has dark eyes and a serious expression. The man is wearing a dark, possibly black, turtleneck or high-collared garment. The background is softly blurred but appears to be the interior of a futuristic train or subway car, characterized by vertical blue fluorescent lights on the left side of the frame and a faint figure in the distance. The lighting is predominantly blue and cool-toned, casting shadows on the man's face. The shot is a medium shot, focusing on the man's head and shoulders. The camera remains static throughout the video.",/videogen/audio_preprocess/matrix/video/92456f2b4bc78c29128a_081_sdr_1.mp4,84
"The video starts with a medium shot of two men in a subway car, seen through the upright bars of the car. One man, with dark hair and a beard, is being held by the other man, who is bald. The bearded man, who appears to have blood on his face, struggles against the bald man. The camera then cuts to a close-up of the bearded man's face as he grunts in pain, his eyes wide and teeth clenched. He appears to be hit by the bald man, whose arm is seen moving out of frame. The shot quickly cuts back to a medium shot, showing the two men grappling again. The bearded man's body is obscured by the bald man, who is closer to the camera. They continue to struggle, with the camera slightly shaking, indicating a handheld shot. The background shows the interior of a subway car with blue lighting and various advertisements on the walls.",/videogen/audio_preprocess/matrix/video/92456f2b4bc78c29128a_081_sdr_9.mp4,104
"The video starts with a close-up, high-angle shot, focusing on a hand touching an ancient, brown, tattered map on a bright white lightbox. The map is filled with intricate drawings and Latin text, including 'ET PRAEDIVM D'ANTONIO'. The hand moves across the map, emphasizing its texture and details. The top left corner of the lightbox shows a ruler or measuring device. The video maintains a high angle throughout, providing a clear view of the map and the interacting hand.",/videogen/audio_preprocess/matrix/video/92456f2b4bc78c29128a_039_sdr_5.mp4,54
"The video opens with a medium shot of John Wick, a man with dark hair, a beard, and a bloodied face, wearing a black suit and tie. He is seen holding a pencil-like object that is stained with blood, with the tip pointing forward. He is pressing the blunt end of the object against a translucent surface, possibly a glass wall or panel, as if to brace himself. His facial expression indicates effort or pain, with his mouth open and teeth gritted. As the video progresses, he pushes himself off the surface, turning his body slightly to the right, and then walks out of the frame towards the right. The background is a stark, modern-looking interior with light-colored walls and what appears to be a glass partition.",/videogen/audio_preprocess/matrix/video/92456f2b4bc78c29128a_077_sdr_0.mp4,78
"The video starts with a medium shot of John Wick, a man in a black suit, holding a gun with both hands, positioned behind a white pillar, in a brightly lit room with a wooden floor. There are four bodies lying on the floor in front of him, covered in blood, and blood splattered on the white wall behind them. He slowly moves forward while maintaining his firing stance. The lighting in the room is bright, with vertical light bars illuminating the white walls.",/videogen/audio_preprocess/matrix/video/92456f2b4bc78c29128a_096_sdr_0.mp4,48
"The video starts with John Wick, a man with long hair, a beard, and a suit, holding a pistol and looking to the left. He is positioned in the right foreground of the shot. The background is a room with multiple reflective surfaces that create a distorted, mirrored effect, showing several reflections of John Wick and other indistinct figures. The room is dimly lit, with bright blue neon lights outlining various structures and reflecting off the mirrored surfaces. The camera then slightly zooms out and pans to the left, showing more of the mirrored reflections and the distorted environment. Throughout the video, John Wick maintains his focused expression, holding the pistol steadily with both hands as he navigates the reflective space. The shot is a medium shot, with the camera at eye level.",/videogen/audio_preprocess/matrix/video/92456f2b4bc78c29128a_096_sdr_9.mp4,142
"The video opens with a medium shot of John Wick, a man in a black suit and tie, standing on what appears to be a rooftop. His dark hair is slightly disheveled, and there is a visible scratch on his right cheek. He looks towards the right side of the frame. Behind him, another man with a beard and wearing a beanie is partially visible. To the right of John Wick, a third man, also wearing a beanie, is seen from the chest up, facing towards John Wick. The background features several buildings under a clear blue sky. Two prominent chimney-like structures are visible in the distance on the right side. As the video progresses, the man on the far right shifts slightly, and his body partially obscures the view of John Wick. John Wick remains stationary, maintaining his gaze.",/videogen/audio_preprocess/matrix/video/92456f2b4bc78c29128a_086_sdr_1.mp4,122
"The video starts with a medium shot of a man with a beard and a dark coat, holding a white pigeon with both hands, standing next to a wooden structure full of pigeons behind wire mesh. He is looking off to the left of the frame. In the background, a bridge and tall buildings are visible under a clear sky. As the camera pans slightly to the left, another man in a hat and a plaid jacket comes into view, standing to the left of the first man. The first man continues to hold the pigeon, looking at it and then up towards the sky, while the second man appears to be handling something in his hands. The shot maintains a medium close-up, focusing on the two men and the birds. The setting appears to be an urban rooftop or elevated area, with a detailed cityscape in the background.",/videogen/audio_preprocess/matrix/video/92456f2b4bc78c29128a_086_sdr_0.mp4,120
