prompt,image,seed
"In a dimly lit room with wooden walls, a man with a short beard wearing a blue suit, white shirt, and gold chain speaks to another man wearing a brown jacket and yellow headband. The man in the suit gestures as he says, <S>You know what I spoke to Monica and Tom at the label.<E> He continues, his hand moving to his chin, and then says, <S>Single, it's not moving like they hoped.<E> The other man listens intently. <AUDCAP>Two male voices, speaking with a serious and concerned tone. Subtle hip-hop/trap music with a beat plays in the background.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_008/0d/a5/0da58df9c2fbfa4871bd534f9e87628b,0
"The woman, with long dark hair and red markings on her forehead, wears a traditional red and gold outfit with red earrings and a decorative hairpiece. She stands outdoors in front of a traditional building, a tree with yellow flowers, and colorful ribbons. She brings her hands together in a gesture, and a bright, glowing, flame-like energy appears between her palms. <AUDCAP>Orchestral cinematic music with a mystical tone plays in the background. Gentle ambient sounds are present. A whooshing sound effect accompanies the woman's hand gesture, followed by a magical, glowing sound effect as a light appears between her hands.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_012/54/60/54606f6501070cdb77ee6714971d654c,0
"A woman with long, reddish-brown hair, wearing a dark green V-neck sweater, sits at a wooden table, holding a white teacup with a patterned design and a matching saucer. She is looking towards someone off-camera, visible as a blurred shoulder and back of the head on the left. Behind her, a wooden chair is visible, and in the background, a warm-toned room with a kitchen area through a doorway. Her expression is thoughtful as she says, <S>Although I suppose it was a little exhilarating.<E><AUDCAP>A calm female voice speaks in a reflective and slightly amused tone. Very faint, soft string music plays in the background.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_010/da/ce/dace36b42134d6746cbc475dfeec9efc,0
"A man in his twenties, wearing a casual gray t-shirt, is sitting on a bed and eating breakfast from a table in a well-furnished hotel room. He drinks from a glass and uses cutlery. A female voiceover says, <S>And though the cut's long gone.<E> The man then says, <S>No, she's selfish, is Izzy's problem.<E> The female voiceover continues, <S>The pain still lingers.<E> The man says, <S>She's not selfish. She's generous.<E> A woman with dark hair, wearing a red top and dark pants, walks into the room from the left around the 0:08 mark, as the man continues, <S>But she she's self-absorbed. You know what I mean?<E> <S>Her problem is that she doesn't see other people's perspectives.<E> The woman, gesturing with her hands, then says, <S>Hey, give me a cut.<E> The room is warmly lit, featuring a large bed, bedside lamps, a dining table with breakfast, a desk with a laptop by a large window with heavy curtains, and a couch. <AUDCAP>A calm, slightly melancholic female voice speaks in a voiceover. A male voice speaks with a slightly exasperated but steady tone. Sounds of eating with cutlery are audible, and light, non-intrusive background music plays throughout. The woman speaks in a direct tone. <ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_014/e4/da/e4dad39b03d093e86d1e6d2c05127658,0
"A man in a green military-style jacket with red and gold insignia on the collar and a black fur-lined hat with a star emblem is shown crying, with tears visible on his face, looking distressed. In the background, another man in a similar hat and uniform is partially visible, looking down. Behind them, a brick structure is visible under a bright sky.<AUDCAP>Solemn, slightly emotional orchestral music plays.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_012/b1/58/b1582b0f8d61985e07fda8dd964b4b36,0
"Two men are in what appears to be a workshop or industrial space with large windows in the background. One man, wearing a black turtleneck, is focused on a black and silver hard case placed on a wooden stand. He opens the case, closes it, and then takes out a piece of paper from it. The other man, wearing a dark jacket over a plaid shirt, stands next to him, observing. <AUDCAP>Subtle, slightly tense background music with a dramatic undertone. A distinct click sound is heard as the case closes. No speech is present.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_008/f6/76/f676e2ab70c8bd9afd42e08e8d1d3dc5,0
"The video shows two individuals, a man in a light green military-style uniform with a cap and a woman in a similar uniform with a high collar and braided hair, engaged in a conversation in a dense forest or park environment. The woman has a bandage on her forehead, and both are dressed in attire suggesting a military or historical context, set against a backdrop of natural surroundings with dense foliage and daylight. <AUDCAP>Melancholic and reflective orchestral background music with prominent strings and piano.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_001/49/0b/490b7e48015a6ab64ed0ffbbfe0ec1bc,0
"The video shows a single woman, with long, dark hair and a light skin tone, lying in a private hospital room, wearing a pink hospital gown with small white dots, as she rests on her side with a relaxed posture. The room is dimly lit, with a soft, natural light, and features a metal-framed hospital bed and a white curtain, creating a serene atmosphere. She says, <S>The little boy who once only needed his mommy.<E> <AUDCAP>A clear, gentle female voice speaking with a reflective and slightly melancholic tone. Soft, acoustic guitar music plays throughout, creating a serene and emotional atmosphere.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_009/98/74/98747031282cc182a59f0362270b6f90,0
"A woman, wearing a brown coat and patterned scarf, initially covers her mouth, then slowly lowers the scarf, revealing a smile and then a contemplative expression as she looks up. A male narrator speaks, <S>life.<E> She continues to look upwards with a thoughtful gaze. The narrator adds, <S>She felt awake.<E> She then turns and walks away as the narrator concludes, <S>Just like that.<E> The scene is a hazy, debris-strewn urban street with abandoned cars and buildings, lit by shafts of light cutting through the atmosphere. <AUDCAP>A calm, clear male voice narrates with a reflective tone. Melancholic, dramatic orchestral music featuring strings and piano plays throughout.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_006/1e/95/1e954cd1b97a278b35ab29c782c685a2,0
"In the dimly lit, sophisticated room, two individuals engage in a calm and serious conversation: a middle-aged man with a bald head and dark clothing, seated in a white armchair, and a person with dark hair and a dark suit, seated on a low stool, leaning forward with clasped hands. <S>Thanks for meeting with me, Stan. I know it's late.<E> <S>But it's about my wedding.<E> <S>Ah. I see.<E> <S>What is it?<E> <AUDCAP>Two distinct male voices engage in a calm, serious conversation. One voice is slightly lower in pitch with a somber tone, while the other is composed and questioning. A very subtle, quiet room ambience is present in the background.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_003/7d/e2/7de2d2468b7969b8cc8aaad1e5cdd391,0
"A heavy-set man lies lifelessly on a grand bed, dressed in a white t-shirt and shorts. He is surrounded by an abundance of half-eaten meals and desserts, spread across bedside tables and a multi-tiered serving cart. The room is dimly lit, with ornate furniture and a patterned carpet creating a somber atmosphere. A voice states, <S>You've been dead for hours.<E> The voice continues, <S>You need a coroner, not an osteopath.<E> <AUDCAP>Melancholic instrumental music featuring strings and piano plays softly. A calm, matter-of-fact male voice speaks.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_010/39/d5/39d5fdd9a3857aa787b812c88823b7e2,0
"The video shows a single person, dressed in a uniform with a white hat featuring a black band, standing upright with a neutral expression in a dimly lit, indoor setting. The individual's light skin tone and obscured hair color are set against a subdued background, exuding a calm and still atmosphere. <AUDCAP>Somber, dramatic string music, possibly a cello, plays throughout.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_009/85/1c/851c1af02aba3351c0f00fdfd4809f77,0
"The video captures a lively wedding ceremony. The bride, in a traditional red bridal outfit, and the groom, wearing a cream sherwani and red turban, are seen exchanging garlands and smiling as flower petals fall. Guests, dressed in vibrant traditional attire including a man in a golden kurta and orange turban, are visible smiling in a beautifully decorated setting with floral arrangements and golden hangings. A male voice says, <S>Meet for each other.<E> <AUDCAP>Upbeat, celebratory Indian wedding music plays throughout, featuring traditional instruments and a festive rhythm. Sounds of people cheering and light ambient chatter are present, followed by a clear, calm male voice.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_008/56/1e/561eee00636e8c9a0aef9f2edd90fe9d,0
"A man in a blue suit jacket and white t-shirt holds a black umbrella over himself and a woman with short brown hair, who is wearing a black sleeveless vest over a white t-shirt. She looks forward with a serious expression. To their right, a woman with short dark hair, wearing a yellow collared shirt, looks down. The man then slightly lowers the umbrella and turns his head. <AUDCAP>Soft, gentle instrumental music plays, accompanied by the sound of subtle rain falling. No speech is present.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_009/14/6c/146c6eea352313b413f086a7266eb8e2,0
"The video shows a single middle-aged man in a dark suit, light-colored shirt, and dark tie, engaged in a serious conversation or listening intently in a formal setting, likely an office or courtroom, with wooden paneling and a flag in the background. He has a light skin tone, neatly styled hair, and a serious expression, with minimal movements suggesting he is fully focused on the conversation. <AUDCAP>Dramatic, tense orchestral music plays with a sustained, slightly melancholic melody.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_013/7e/de/7ede9656dca25c821befe0bf4685e618,0
"The video shows a young girl in her early teens sitting on a bed in a child's bedroom. She wears a pink floral nightgown and has her hands clasped. An adult woman, dressed in a dark blue scarf and gray top, walks towards and sits beside her on the bed. The bedroom is decorated with a floral and butterfly theme, creating a calm and intimate atmosphere, with various decorative items and an open door visible. <AUDCAP>Gentle, melancholic instrumental music plays throughout.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_013/a4/db/a4dba4a75562888f2149b1113eacd537,0
"A close-up shot features a man of East Asian descent, wearing a light brown military-style cap adorned with a red star emblem and a khaki uniform with blue and gold collar tabs. His expression is serious and contemplative, with a hint of sadness. The background is softly blurred, showing green foliage and a natural earth or rock wall. <AUDCAP>Melancholic, emotional instrumental music, likely played on string instruments, is present throughout.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_012/7b/15/7b15a7b48ca91ed0802fbb8205807305,0
"The video shows a single person, a woman with long, straight brown hair and light skin, standing outdoors in a calm, possibly urban environment with natural elements, wearing a white turtleneck and light-colored coat. She stands upright, engaged in a conversation or listening intently, her facial expression and slight head tilt suggesting deep focus amidst a blurred background of a reddish-brown wall and greenery. <AUDCAP>A calm, slightly melancholic instrumental music plays in the background, featuring strings and piano. There is no speech.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_014/6f/fb/6ffbf13cc32af2fd904cfd1f43f234c4,0
"The video shows a single male figure, a man in his forties with short, dark hair and fair skin, dressed in a professional outfit consisting of a brown coat, white shirt, and dark tie, standing still in a dimly lit, blurred indoor setting that appears to be an office or similar environment. He says, <S>I think it's time for me to move on.<E> <AUDCAP>A male voice speaks with a slightly solemn and resigned tone. There is subtle, melancholic background music with string instrumentation.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_015/42/55/4255f672da10e8c98202fd45f4bc2b23,0
"In a well-lit gymnasium with a polished wooden floor, a dark-haired boy in a white t-shirt with a blue-trimmed collar stands in the foreground, gesturing with a friendly expression as he speaks to two girls. One girl has curly brown hair, and the other has dark hair with blue highlights. In the background, other animated children are seen playing basketball and moving around the gym, which features bleachers and mats. The boy says, <S>So, uh, the school play. I hear they're looking for people.<E> <AUDCAP>A youthful male voice speaks with a friendly and enthusiastic tone, starting with slight hesitation. Background sounds include faint dribbling of a basketball, general gym ambient noise, and light, upbeat background music.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_009/b9/75/b975ba7ecae7d242e5b871be1b73d8a7,0
"The video opens with a man with long, curly dark hair and a beard, wearing a white t-shirt with 'HUMANE SOCIETY' printed on it, holding a small black and tan chihuahua. The dog has its mouth open as if barking or panting happily. The man smiles down at the dog. The background is slightly blurred, showing the words 'HUMANE SOCIETY' above an arched entrance. A faint, ghostly overlay of other scenes flickers over this image. The scene then transitions to the same man, now wearing a plaid shirt, standing with a group of children and a person in a full yellow chicken costume at what appears to be a zoo or animal enclosure. An elephant is visible in the background, along with green foliage and a mountainous landscape. The children wear yellow hats with red chicken combs and some have 'Mr. Cluck's House For Children' t-shirts. A sign in the background reads 'DONATED BY Mr. Cluck's'. The man says, <S>Hugo, and giving became synonymous.<E> <AUDCAP>A calm, clear male voice narrates over a gentle, hopeful instrumental musical piece featuring strings and piano, creating an uplifting atmosphere.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_006/47/06/470631b98a1c6195bd49eca3e9dead6b,0
"The video features a single woman, dressed in a traditional, light blue embroidered robe with a V-neckline, with long, dark hair styled in an elegant updo and a tiara, as she moves through a serene, dimly lit indoor setting with wooden doors and lanterns before transitioning to a darker outdoor environment. <AUDCAP>Gentle, melancholic traditional Chinese instrumental music featuring a string instrument, possibly a Guzheng, and a flute, with a slow, contemplative melody.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_001/e0/cb/e0cb45a8c4c9adbf1a76bb3d73934ea2,0
"A woman with red hair, wearing a striped top, grey cardigan, and headphones, stands holding a yellow notepad in front of a microphone. A man, wearing a striped brown shirt, jeans, and headphones, stands next to her, looking at her intently. They appear to be in a home recording studio with musical instruments visible around them. The woman says, <S>Oh, I'm getting fairly nervous.<E> The man replies, <S>You'll be fine. You just use your normal nice voice that I've heard so much of in the last three days.<E> The woman then states, <S>It's like, uh, my throat's closing up. It's like, uh, enough.<E> <AUDCAP>A female voice speaks with a slightly anxious and then a slightly frustrated tone. A male voice speaks with a calm and encouraging tone. Gentle, ambient music featuring a piano plays softly in the background.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_016/9a/06/9a067a4f615096b9dc39460d4a497b0b,0
"The scene is set in a modern, well-lit interior, likely a hotel suite, with a large television and decorative wooden paneling. A man in a dark suit jacket and a patterned shirt walks through an open doorway, followed by another man in a dark suit. A woman in a black suit jacket and pants stands near the doorway, saying, <S>Welcome.<E> The man in the patterned shirt replies, <S>Welcome.<E> Another voice then says, <S>Thank you.<E> Further down a brightly lit hallway, two more women are visible. <AUDCAP>A clear, welcoming female voice, followed by a clear, welcoming male voice, and then a polite male voice expressing gratitude. The overall sound environment is quiet, with a subtle ambient hum.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_001/ff/86/ff8692a7c2c6a783a245910bfaa891d2,0
"The video captures a dynamic urban street scene with around 7-8 people, including a woman in her thirties walking her medium-sized German Shepherd mix on a leash, dressed in a black leather jacket and dark hair, as they navigate through a bustling city street lined with festive decorations and a stone structure with the address '100-136 W. 49th St.' in the background. The scene is set against a cool but not cold daytime atmosphere, with people in various attire, including coats and jackets, moving in different directions amidst the lively and busy environment. She says, <S>really time.<E> <AUDCAP>A clear female voice speaks in a calm, slightly low tone. Ambient sounds of a busy city street, including indistinct chatter and general pedestrian movement, are present in the background.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_004/e9/87/e987346827b3a72895a1c8cfdd0975f8,0
"The video displays a softly lit scene with a textured, watercolor-like background and subtle sparkles. On the left, a man with dark hair and fair skin, wearing a dark jacket, sits at a table, looking downwards. Across from him, a woman with light brown hair, wearing a light-colored top, sits with an upright posture, looking slightly to her right. The table is set with plates, glasses, and a bottle. On the right, a second woman with long dark hair and fair skin, wearing a dark coat, stands in the foreground, looking directly at the viewer with a somber expression. A faded, transparent figure of a man is partially visible in the right background.<AUDCAP>Gentle, emotional instrumental music, featuring piano and strings, creating a reflective and somewhat melancholic atmosphere.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_012/04/5d/045d3ed976062e106ee092efbddf9534,0
"In the dimly lit room, a single person, dressed in a dark-colored blazer, is intently applying lipstick in front of a mirror, illuminated by a soft lamp. The tranquil atmosphere is enhanced by a nearby floral arrangement, creating an intimate setting for personal grooming. <AUDCAP>Calm, slightly dramatic background music featuring piano and strings.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_014/11/6a/116a2c675103c07161fe91d7daa17bf3,0
"A woman with fair skin and dark hair, wearing a dark coat, a purplish-red brimmed hat, and a gold-patterned collar, sits in a vintage vehicle. She looks contemplatively to her right, as if gazing out a window, with reflections visible on the glass. She says, <S>This is it.<E> <AUDCAP>Orchestral music with strings and brass plays a somber, reflective melody. A subtle background vehicle hum is present. A clear, calm female voice speaks.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_003/6e/bb/6ebb31e3b4004a052435e970c49049a1,0
"A woman in a dark-colored dress sits on a beige sofa, holding a glass. A man in a red sweater and blue jeans stands near her, holding a striped item of clothing. He says, <S>haven't even gotten the fractal shit.<E> He continues, <S>Goddamn hopeless youth of America.<E> The woman responds, <S>Well, you're the one who wanted to make a difference, remember?<E> The man then says, <S>Hey, fools rush in.<E> He then asks, <S>Where's Jonathan?<E> The cozy living room is warmly lit, with a chandelier and a side table lamp, and a dining area is visible through an open doorway in the background.<AUDCAP>A deep male voice speaks with exasperation and then an amused, rhetorical tone. A clear female voice responds with a calm and slightly playful tone. Ambient room sounds and faint clinking of bottles are present.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_001/f3/55/f355e5e86b13a8c0698f704b27127688,0
"A wooden puppet with dark hair, glasses, and a blue shirt is in the foreground, turning from facing right to looking left. In the background, through a doorway, a man in a dark suit is partially visible on the left. The room beyond features patterned wallpaper, a yellow couch, a painting of a beach with a Fanta can, and a lamp. To the right, a clothes rack holds various garments. <S>Is there light reflecting off the skin?<E> <S>Or is there none?<E> <S>Yeah.<E> <AUDCAP>A calm, inquisitive male voice speaks clearly. Gentle, upbeat orchestral music plays in the background.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_009/70/60/7060e9c9c60252a4de5290175a254010,0
"A person, dressed in a purple garment, is seen from the waist up, holding a framed drawing of a woman in traditional attire with both hands. The scene is dimly lit, with an ornate, dark structure featuring intricate carvings and Chinese characters behind the drawing. A warm glow from a nearby lamp illuminates the area. The individual appears to be in quiet contemplation, contributing to a serene atmosphere. <AUDCAP>Melancholic instrumental music plays softly in the background.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_011/e8/1f/e81f35afbdeadf141556606f1e78dd31,0
"A woman, dressed in a traditional Chinese-style garment, with her dark hair styled in an elegant updo and a side braid, looks downwards with a sorrowful and contemplative expression, her eyes appearing moist. The background is softly lit and blurred. <AUDCAP>Sad, emotional orchestral music plays.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_009/39/83/3983849d6fb8e79055914fa7ce4bbbd6,0
"A woman in her thirties with reddish-brown hair and bangs, wearing a white blouse and dark cardigan, sits at a desk. She writes with a pen, then stops, places her hand over her eyes, and appears distressed. A coffee cup sits next to her. A person with curly hair is partially visible on the right. In the background, there is a bookshelf, a potted plant, and a window with blinds. <AUDCAP>A soft, continuous, and slightly melancholic ambient sound or background music is heard. The distinct sound of a pen writing is also present.<ENDAUDCAP>",/cpfs01/dataset/OpenHumanVid/clips/part_007/8e/63/8e63a32283df6790966ddc37075104b7,0
